Year,month,month_label,variable,reference_area,comparison_area,reference_value,comparison_value,difference,absolute_difference,comparison
2018,8,Aug,monthly_mean_stratification,Prince5,German Bank,0.34224987030029297,3.4054132599999996,3.0631633896997066,3.0631633896997066,German Bank minus Prince5
2018,8,Aug,monthly_mean_density_stratification,Prince5,German Bank,0.25502747508312495,1.0805216564751845,0.8254941813920595,0.8254941813920595,German Bank minus Prince5
2018,9,Sep,monthly_mean_temperature,Prince5,German Bank,13.393855791825514,12.935381667108434,-0.45847412471708004,0.45847412471708004,German Bank minus Prince5
2018,9,Sep,monthly_mean_salinity,Prince5,German Bank,32.29014426011305,32.08249841506024,-0.20764584505280936,0.20764584505280936,German Bank minus Prince5
2018,9,Sep,monthly_mean_density,Prince5,German Bank,1024.2949129697538,1024.2242752601917,-0.07063770956210647,0.07063770956210647,German Bank minus Prince5
2018,9,Sep,monthly_mean_stratification,Prince5,German Bank,0.020050048828125,0.35931019999999947,0.33926015117187447,0.33926015117187447,German Bank minus Prince5
2018,9,Sep,monthly_mean_density_stratification,Prince5,German Bank,0.124814651511997,0.3288246478060728,0.2040099962940758,0.2040099962940758,German Bank minus Prince5
2019,8,Aug,monthly_mean_temperature,Prince5,German Bank,11.7010856958536,10.360253019620481,-1.3408326762331182,1.3408326762331182,German Bank minus Prince5
2019,8,Aug,monthly_mean_salinity,Prince5,German Bank,31.744762310614952,32.548648074180726,0.8038857635657735,0.8038857635657735,German Bank minus Prince5
2019,8,Aug,monthly_mean_density,Prince5,German Bank,1024.1955616108226,1025.0420709700327,0.8465093592101312,0.8465093592101312,German Bank minus Prince5
2019,8,Aug,monthly_mean_stratification,Prince5,German Bank,0.6052751541137695,0.38107685425000026,-0.22419829986376927,0.22419829986376927,German Bank minus Prince5
2019,8,Aug,monthly_mean_density_stratification,Prince5,German Bank,0.3192138265258109,0.17134016164811783,-0.14787366487769305,0.14787366487769305,German Bank minus Prince5
2019,9,Sep,monthly_mean_temperature,Prince5,German Bank,12.074861544829147,11.495976574423157,-0.5788849704059906,0.5788849704059906,German Bank minus Prince5
2019,9,Sep,monthly_mean_salinity,Prince5,German Bank,32.021454737736626,32.33915692191449,0.3177021841778611,0.3177021841778611,German Bank minus Prince5
2019,9,Sep,monthly_mean_density,Prince5,German Bank,1024.3415855712105,1024.6910741796105,0.3494886083999518,0.3494886083999518,German Bank minus Prince5
2019,9,Sep,monthly_mean_stratification,Prince5,German Bank,0.3344001770019531,0.6019751360000007,0.2675749589980476,0.2675749589980476,German Bank minus Prince5
2019,9,Sep,monthly_mean_density_stratification,Prince5,German Bank,0.24401622576260706,0.6267061336729511,0.3826899079103441,0.3826899079103441,German Bank minus Prince5
2019,10,Oct,monthly_mean_temperature,Prince5,German Bank,11.894307686732365,12.248358844819277,0.35405115808691257,0.35405115808691257,German Bank minus Prince5
2019,10,Oct,monthly_mean_salinity,Prince5,German Bank,32.21511760124794,31.394600750120482,-0.8205168511274579,0.8205168511274579,German Bank minus Prince5
2019,10,Oct,monthly_mean_density,Prince5,German Bank,1024.525396535225,1023.8232638993884,-0.7021326358365059,0.7021326358365059,German Bank minus Prince5
2019,10,Oct,monthly_mean_stratification,Prince5,German Bank,0.059775352478027344,0.056624729999999346,-0.003150622478027998,0.003150622478027998,German Bank minus Prince5
2019,10,Oct,monthly_mean_density_stratification,Prince5,German Bank,0.11560254518451529,0.09087369751807728,-0.024728847666438014,0.024728847666438014,German Bank minus Prince5
2020,8,Aug,monthly_mean_temperature,Prince5,German Bank,11.83501540697538,13.579871110722891,1.7448557037475112,1.7448557037475112,German Bank minus Prince5
2020,8,Aug,monthly_mean_salinity,Prince5,German Bank,32.002600596501274,32.72542261759036,0.7228220210890868,0.7228220210890868,German Bank minus Prince5
2020,8,Aug,monthly_mean_density,Prince5,German Bank,1024.371383019129,1024.59075246423,0.2193694451009378,0.2193694451009378,German Bank minus Prince5
2020,8,Aug,monthly_mean_stratification,Prince5,German Bank,0.47875022888183594,2.5519273600000005,2.0731771311181646,2.0731771311181646,German Bank minus Prince5
2020,8,Aug,monthly_mean_density_stratification,Prince5,German Bank,0.27371934589950797,0.7856465477104848,0.5119272018109768,0.5119272018109768,German Bank minus Prince5
2020,9,Sep,monthly_mean_temperature,Prince5,German Bank,12.63002296594473,12.498000493144579,-0.132022472800152,0.132022472800152,German Bank minus Prince5
2020,9,Sep,monthly_mean_salinity,Prince5,German Bank,32.47853440504808,32.292595180222385,-0.18593922482569525,0.18593922482569525,German Bank minus Prince5
2020,9,Sep,monthly_mean_density,Prince5,German Bank,1024.5906550643633,1024.4675235503184,-0.12313151404487144,0.12313151404487144,German Bank minus Prince5
2020,9,Sep,monthly_mean_stratification,Prince5,German Bank,0.16795063018798828,1.9710042133333332,1.803053583145345,1.803053583145345,German Bank minus Prince5
2020,9,Sep,monthly_mean_density_stratification,Prince5,German Bank,0.16916112783087556,0.7581812848918238,0.5890201570609482,0.5890201570609482,German Bank minus Prince5
2020,10,Oct,monthly_mean_temperature,Prince5,German Bank,12.04086919931265,12.387806528103448,0.34693732879079775,0.34693732879079775,German Bank minus Prince5
2020,10,Oct,monthly_mean_salinity,Prince5,German Bank,32.74131569495568,32.171750080689655,-0.5695656142660255,0.5695656142660255,German Bank minus Prince5
2020,10,Oct,monthly_mean_density,Prince5,German Bank,1024.9064066562837,1024.3824334920323,-0.5239731642514016,0.5239731642514016,German Bank minus Prince5
2020,10,Oct,monthly_mean_stratification,Prince5,German Bank,0.08930015563964844,0.0578784799999994,-0.03142167563964904,0.03142167563964904,German Bank minus Prince5
2020,10,Oct,monthly_mean_density_stratification,Prince5,German Bank,0.15716987146083738,0.1849632900693905,0.02779341860855311,0.02779341860855311,German Bank minus Prince5
2021,8,Aug,monthly_mean_temperature,Prince5,German Bank,13.134423164220957,11.718644578313253,-1.4157785859077041,1.4157785859077041,German Bank minus Prince5
2021,8,Aug,monthly_mean_salinity,Prince5,German Bank,32.060745606055626,32.82704265060241,0.766297044546782,0.766297044546782,German Bank minus Prince5
2021,8,Aug,monthly_mean_density,Prince5,German Bank,1024.1689910805196,1025.0290040930154,0.8600130124957559,0.8600130124957559,German Bank minus Prince5
2021,8,Aug,monthly_mean_stratification,Prince5,German Bank,0.09832525253295898,3.0173500000000004,2.9190247474670414,2.9190247474670414,German Bank minus Prince5
2021,8,Aug,monthly_mean_density_stratification,Prince5,German Bank,0.15281356298112314,1.0162041947780835,0.8633906317969604,0.8633906317969604,German Bank minus Prince5
2021,9,Sep,monthly_mean_temperature,Prince5,German Bank,13.082273134818443,11.647375551146386,-1.4348975836720577,1.4348975836720577,German Bank minus Prince5
2021,9,Sep,monthly_mean_salinity,Prince5,German Bank,32.50302131359394,32.969287757936506,0.4662664443425655,0.4662664443425655,German Bank minus Prince5
2021,9,Sep,monthly_mean_density,Prince5,German Bank,1024.5213550528158,1025.1557222189788,0.6343671661629742,0.6343671661629742,German Bank minus Prince5
2021,9,Sep,monthly_mean_stratification,Prince5,German Bank,0.4279756546020508,0.6176000000000004,0.1896243453979496,0.1896243453979496,German Bank minus Prince5
2021,9,Sep,monthly_mean_density_stratification,Prince5,German Bank,0.3046869620752659,0.5951462029504455,0.2904592408751796,0.2904592408751796,German Bank minus Prince5
2021,10,Oct,monthly_mean_temperature,Prince5,German Bank,13.133599959886991,13.002614096385543,-0.13098586350144892,0.13098586350144892,German Bank minus Prince5
2021,10,Oct,monthly_mean_salinity,Prince5,German Bank,32.629344133230354,32.6080356626506,-0.021308470579754157,0.021308470579754157,German Bank minus Prince5
2021,10,Oct,monthly_mean_density,Prince5,German Bank,1024.609008810975,1024.617904371171,0.008895560196151564,0.008895560196151564,German Bank minus Prince5
2021,10,Oct,monthly_mean_stratification,Prince5,German Bank,0.10897493362426758,1.2523100000000014,1.1433350663757338,1.1433350663757338,German Bank minus Prince5
2021,10,Oct,monthly_mean_density_stratification,Prince5,German Bank,0.18173389345145097,1.025215886054184,0.843481992602733,0.843481992602733,German Bank minus Prince5
2022,6,Jun,monthly_mean_temperature,Prince5,German Bank,8.923733711242676,9.33000007042518,0.40626635918250464,0.40626635918250464,German Bank minus Prince5
2022,6,Jun,monthly_mean_stratification,Prince5,German Bank,0.4246244430541992,1.3299999237060547,0.9053754806518555,0.9053754806518555,German Bank minus Prince5
2022,6,Jun,monthly_mean_density_stratification,Prince5,German Bank,0.3262890157129732,-Inf,-Inf,Inf,German Bank minus Prince5
2022,8,Aug,monthly_mean_temperature,Prince5,German Bank,14.3708066206712,12.820537191445784,-1.5502694292254162,1.5502694292254162,German Bank minus Prince5
2022,8,Aug,monthly_mean_salinity,Prince5,German Bank,31.86160663458017,31.1722259763253,-0.6893806582548692,0.6893806582548692,German Bank minus Prince5
2022,8,Aug,monthly_mean_density,Prince5,German Bank,1023.7637178080494,1023.5356718927433,-0.2280459153060974,0.2280459153060974,German Bank minus Prince5
2022,8,Aug,monthly_mean_stratification,Prince5,German Bank,1.5025749206542969,2.3272846649999988,0.8247097443457019,0.8247097443457019,German Bank minus Prince5
2022,8,Aug,monthly_mean_density_stratification,Prince5,German Bank,0.7601846297438897,0.824946500206579,0.06476187046268933,0.06476187046268933,German Bank minus Prince5
2022,9,Sep,monthly_mean_temperature,Prince5,German Bank,12.986376945789043,12.593227300903614,-0.3931496448854297,0.3931496448854297,German Bank minus Prince5
2022,9,Sep,monthly_mean_salinity,Prince5,German Bank,32.55528868161715,30.963805222108434,-1.5914834595087157,1.5914834595087157,German Bank minus Prince5
2022,9,Sep,monthly_mean_density,Prince5,German Bank,1024.5806977936504,1023.424380605314,-1.156317188336402,1.156317188336402,German Bank minus Prince5
2022,9,Sep,monthly_mean_stratification,Prince5,German Bank,0.26795005798339844,0.4640159300000004,0.19606587201660197,0.19606587201660197,German Bank minus Prince5
2022,9,Sep,monthly_mean_density_stratification,Prince5,German Bank,0.24918504249535545,0.44526619509736065,0.1960811526020052,0.1960811526020052,German Bank minus Prince5
2022,10,Oct,monthly_mean_temperature,Prince5,German Bank,12.4256345308744,12.773608111566265,0.3479735806918658,0.3479735806918658,German Bank minus Prince5
2022,10,Oct,monthly_mean_salinity,Prince5,German Bank,32.662781715393066,30.58509951572289,-2.077682199670175,2.077682199670175,German Bank minus Prince5
2022,10,Oct,monthly_mean_density,Prince5,German Bank,1024.7726588510445,1023.0973278916929,-1.6753309593516406,1.6753309593516406,German Bank minus Prince5
2022,10,Oct,monthly_mean_stratification,Prince5,German Bank,0.02950000762939453,0.18489739500000013,0.1553973873706056,0.1553973873706056,German Bank minus Prince5
2022,10,Oct,monthly_mean_density_stratification,Prince5,German Bank,0.1366679972820748,0.4087902721738601,0.2721222748917853,0.2721222748917853,German Bank minus Prince5
2023,6,Jun,monthly_mean_temperature,Prince5,German Bank,8.72883840707632,7.76423089320843,-0.9646075138678905,0.9646075138678905,German Bank minus Prince5
2023,6,Jun,monthly_mean_stratification,Prince5,German Bank,0.5484747886657715,0.009999752044677734,-0.53847503662109375,0.53847503662109375,German Bank minus Prince5
2023,6,Jun,monthly_mean_density_stratification,Prince5,German Bank,11.953323388372155,-Inf,-Inf,Inf,German Bank minus Prince5
2023,8,Aug,monthly_mean_temperature,Prince5,German Bank,12.685338442142193,10.38823179271514,-2.297106649427052,2.297106649427052,German Bank minus Prince5
2023,8,Aug,monthly_mean_salinity,Prince5,German Bank,31.404867245600773,31.9424903160241,0.5376230704233258,0.5376230704233258,German Bank minus Prince5
2023,8,Aug,monthly_mean_density,Prince5,German Bank,1023.7485033166587,1024.5098855334918,0.7613822168331126,0.7613822168331126,German Bank minus Prince5
2023,8,Aug,monthly_mean_stratification,Prince5,German Bank,0.6252007484436035,2.494031385853027,1.8688306374094235,1.8688306374094235,German Bank minus Prince5
2023,8,Aug,monthly_mean_density_stratification,Prince5,German Bank,0.4064385899189915,-Inf,-Inf,Inf,German Bank minus Prince5
2023,9,Sep,monthly_mean_temperature,Prince5,German Bank,13.259773089335514,11.036962129576938,-2.2228109597585757,2.2228109597585757,German Bank minus Prince5
2023,9,Sep,monthly_mean_salinity,Prince5,German Bank,31.54965492395254,31.971210415378227,0.4215554914256856,0.4215554914256856,German Bank minus Prince5
2023,9,Sep,monthly_mean_density,Prince5,German Bank,1023.748992086033,1024.4867481270787,0.7377560410457136,0.7377560410457136,German Bank minus Prince5
2023,9,Sep,monthly_mean_stratification,Prince5,German Bank,0.5158753395080566,1.2552984366666664,0.7394230971586098,0.7394230971586098,German Bank minus Prince5
2023,9,Sep,monthly_mean_density_stratification,Prince5,German Bank,0.3419050343432559,0.4757776024303742,0.13387256808711828,0.13387256808711828,German Bank minus Prince5
2023,10,Oct,monthly_mean_temperature,Prince5,German Bank,12.218870199643648,12.798277995843375,0.5794077961997264,0.5794077961997264,German Bank minus Prince5
2023,10,Oct,monthly_mean_salinity,Prince5,German Bank,31.677291283240685,31.191590089457833,-0.4857011937828517,0.4857011937828517,German Bank minus Prince5
2023,10,Oct,monthly_mean_density,Prince5,German Bank,1024.0478800346248,1023.5545630004816,-0.4933170341431605,0.4933170341431605,German Bank minus Prince5
2023,10,Oct,monthly_mean_stratification,Prince5,German Bank,0.08860063552856445,1.3139065600000004,1.225305924471436,1.225305924471436,German Bank minus Prince5
2023,10,Oct,monthly_mean_density_stratification,Prince5,German Bank,0.1818513604264922,0.7375919135571394,0.5557405531306472,0.5557405531306472,German Bank minus Prince5
2017,6,Jun,monthly_mean_temperature,Prince5,Scots Bay,7.022240400314331,8.023279119048192,1.0010387187338612,1.0010387187338612,Scots Bay minus Prince5
2017,6,Jun,monthly_mean_salinity,Prince5,Scots Bay,31.208111322843113,31.39981301385542,0.19170169101230883,0.19170169101230883,Scots Bay minus Prince5
2017,6,Jun,monthly_mean_density,Prince5,Scots Bay,1024.5109062376853,1024.52452907524,0.013622837554748912,0.013622837554748912,Scots Bay minus Prince5
2017,6,Jun,monthly_mean_stratification,Prince5,Scots Bay,0.32829952239990234,0.08417528699999988,-0.24412423539990247,0.24412423539990247,Scots Bay minus Prince5
2017,6,Jun,monthly_mean_density_stratification,Prince5,Scots Bay,0.30797168330104796,0.1162611146846757,-0.19171056861637226,0.19171056861637226,Scots Bay minus Prince5
2017,7,Jul,monthly_mean_temperature,Prince5,Scots Bay,9.617975051586445,10.524787267600654,0.9068122160142096,0.9068122160142096,Scots Bay minus Prince5
2017,7,Jul,monthly_mean_salinity,Prince5,Scots Bay,31.461465248694786,31.37364373638809,-0.08782151230669655,0.08782151230669655,Scots Bay minus Prince5
2017,7,Jul,monthly_mean_density,Prince5,Scots Bay,1024.3316703626042,1024.1030016195427,-0.228668743061462,0.228668743061462,Scots Bay minus Prince5
2017,7,Jul,monthly_mean_stratification,Prince5,Scots Bay,0.1392993927001953,0.2275942431842916,0.0882948504840963,0.0882948504840963,Scots Bay minus Prince5
2017,7,Jul,monthly_mean_density_stratification,Prince5,Scots Bay,0.17988965104086674,0.18481102703602964,0.004921375995162902,0.004921375995162902,Scots Bay minus Prince5
2017,8,Aug,monthly_mean_temperature,Prince5,Scots Bay,11.694942401005672,11.76932439566265,0.07438199465697792,0.07438199465697792,Scots Bay minus Prince5
2017,8,Aug,monthly_mean_salinity,Prince5,Scots Bay,31.879809379577637,31.3286513773494,-0.5511580022282381,0.5511580022282381,Scots Bay minus Prince5
2017,8,Aug,monthly_mean_density,Prince5,Scots Bay,1024.3017514766864,1023.8603484226203,-0.44140305406608604,0.44140305406608604,Scots Bay minus Prince5
2017,8,Aug,monthly_mean_stratification,Prince5,Scots Bay,0.12494945526123047,0.02989820000000165,-0.09505125526122882,0.09505125526122882,Scots Bay minus Prince5
2017,8,Aug,monthly_mean_density_stratification,Prince5,Scots Bay,0.1606449730447821,0.4215811682701087,0.26093619522532663,0.26093619522532663,Scots Bay minus Prince5
2018,6,Jun,monthly_mean_temperature,Prince5,Scots Bay,7.81194806098938,7.5991327804457836,-0.21281528054359633,0.21281528054359633,Scots Bay minus Prince5
2018,6,Jun,monthly_mean_salinity,Prince5,Scots Bay,31.38883275252122,31.123134310240964,-0.2656984422802573,0.2656984422802573,Scots Bay minus Prince5
2018,6,Jun,monthly_mean_density,Prince5,Scots Bay,1024.5459229108344,1024.3667212760909,-0.17920163474354922,0.17920163474354922,Scots Bay minus Prince5
2018,6,Jun,monthly_mean_stratification,Prince5,Scots Bay,0.026150226593017578,0.08927171200000039,0.06312148540698281,0.06312148540698281,Scots Bay minus Prince5
2018,6,Jun,monthly_mean_density_stratification,Prince5,Scots Bay,0.12676510020264686,0.13498986873673857,0.008224768534091709,0.008224768534091709,Scots Bay minus Prince5
2018,7,Jul,monthly_mean_temperature,Prince5,Scots Bay,10.747928949502798,11.809150462611498,1.0612215131087002,1.0612215131087002,Scots Bay minus Prince5
2018,7,Jul,monthly_mean_salinity,Prince5,Scots Bay,31.79130590879,31.30419607668652,-0.48710983210348147,0.48710983210348147,Scots Bay minus Prince5
2018,7,Jul,monthly_mean_density,Prince5,Scots Bay,1024.4009456140316,1023.8293537842659,-0.5715918297656799,0.5715918297656799,Scots Bay minus Prince5
2018,7,Jul,monthly_mean_stratification,Prince5,Scots Bay,0.097400665283203125,0.5543088049503583,0.45690813966715516,0.45690813966715516,Scots Bay minus Prince5
2018,7,Jul,monthly_mean_density_stratification,Prince5,Scots Bay,0.15108314981080184,0.303153883709399,0.15207073389859715,0.15207073389859715,Scots Bay minus Prince5
2018,8,Aug,monthly_mean_temperature,Prince5,Scots Bay,12.57062889979436,12.935666365060241,0.3650374652658819,0.3650374652658819,Scots Bay minus Prince5
2018,8,Aug,monthly_mean_salinity,Prince5,Scots Bay,32.07929801940918,31.17364354373494,-0.9056544756742397,0.9056544756742397,Scots Bay minus Prince5
2018,8,Aug,monthly_mean_density,Prince5,Scots Bay,1024.2927894113654,1023.5215032595451,-0.7712861518203908,0.7712861518203908,Scots Bay minus Prince5
2018,8,Aug,monthly_mean_stratification,Prince5,Scots Bay,0.34224987030029297,0.3910904600000009,0.04884058969970795,0.04884058969970795,Scots Bay minus Prince5
2018,8,Aug,monthly_mean_density_stratification,Prince5,Scots Bay,0.25502747508312495,0.3736272168936239,0.11859974181049893,0.11859974181049893,Scots Bay minus Prince5
2018,9,Sep,monthly_mean_temperature,Prince5,Scots Bay,13.393855791825514,13.05723990746988,-0.33661588435563417,0.33661588435563417,Scots Bay minus Prince5
2018,9,Sep,monthly_mean_salinity,Prince5,Scots Bay,32.29014426011305,32.03483207855422,-0.2553121815588355,0.2553121815588355,Scots Bay minus Prince5
2018,9,Sep,monthly_mean_density,Prince5,Scots Bay,1024.2949129697538,1024.1638498915715,-0.13106307818225105,0.13106307818225105,Scots Bay minus Prince5
2018,9,Sep,monthly_mean_stratification,Prince5,Scots Bay,0.020050048828125,0.8774869800000005,0.8574369311718755,0.8574369311718755,Scots Bay minus Prince5
2018,9,Sep,monthly_mean_density_stratification,Prince5,Scots Bay,0.124814651511997,0.21673013566419286,0.09191548415219586,0.09191548415219586,Scots Bay minus Prince5
2019,6,Jun,monthly_mean_temperature,Prince5,Scots Bay,7.018224010100731,7.951912435190476,0.9336884250897448,0.9336884250897448,Scots Bay minus Prince5
2019,6,Jun,monthly_mean_salinity,Prince5,Scots Bay,31.36674712254451,31.840618366190476,0.47387124364596644,0.47387124364596644,Scots Bay minus Prince5
2019,6,Jun,monthly_mean_density,Prince5,Scots Bay,1024.6361861726957,1024.8797716687031,0.24358549600742663,0.24358549600742663,Scots Bay minus Prince5
2019,6,Jun,monthly_mean_stratification,Prince5,Scots Bay,0.4641001224517822,0.0718221794999998,-0.3922779429517824,0.3922779429517824,Scots Bay minus Prince5
2019,6,Jun,monthly_mean_density_stratification,Prince5,Scots Bay,0.3581885974220995,0.1924571845979699,-0.16573141282412962,0.16573141282412962,Scots Bay minus Prince5
2019,7,Jul,monthly_mean_temperature,Prince5,Scots Bay,9.561487436294556,10.083779052952782,0.5222916166582259,0.5222916166582259,Scots Bay minus Prince5
2019,7,Jul,monthly_mean_salinity,Prince5,Scots Bay,31.46609724484957,31.468436485128343,0.002339240278772081,0.002339240278772081,Scots Bay minus Prince5
2019,7,Jul,monthly_mean_density,Prince5,Scots Bay,1024.3438959521036,1024.2553090629763,-0.0885868891273276,0.0885868891273276,Scots Bay minus Prince5
2019,7,Jul,monthly_mean_stratification,Prince5,Scots Bay,1.1498751640319824,0.13085781205245553,-1.019017351979527,1.019017351979527,Scots Bay minus Prince5
2019,7,Jul,monthly_mean_density_stratification,Prince5,Scots Bay,0.5421684645295954,0.16061907212045007,-0.38154939240914537,0.38154939240914537,Scots Bay minus Prince5
2019,8,Aug,monthly_mean_temperature,Prince5,Scots Bay,11.7010856958536,12.224881927373493,0.5237962315198939,0.5237962315198939,Scots Bay minus Prince5
2019,8,Aug,monthly_mean_salinity,Prince5,Scots Bay,31.744762310614952,32.28551617592771,0.5407538653127588,0.5407538653127588,Scots Bay minus Prince5
2019,8,Aug,monthly_mean_density,Prince5,Scots Bay,1024.1955616108226,1024.5137295562129,0.31816794539031434,0.31816794539031434,Scots Bay minus Prince5
2019,8,Aug,monthly_mean_stratification,Prince5,Scots Bay,0.6052751541137695,0.18074550600000058,-0.4245296481137689,0.4245296481137689,Scots Bay minus Prince5
2019,8,Aug,monthly_mean_density_stratification,Prince5,Scots Bay,0.3192138265258109,0.22849858588174357,-0.0907152406440673,0.0907152406440673,Scots Bay minus Prince5
2019,9,Sep,monthly_mean_temperature,Prince5,Scots Bay,12.074861544829147,12.124449481385541,0.04958793655639404,0.04958793655639404,Scots Bay minus Prince5
2019,9,Sep,monthly_mean_salinity,Prince5,Scots Bay,32.021454737736626,32.37676833439759,0.35531359666096307,0.35531359666096307,Scots Bay minus Prince5
2019,9,Sep,monthly_mean_density,Prince5,Scots Bay,1024.3415855712105,1024.607441826607,0.26585625539655666,0.26585625539655666,Scots Bay minus Prince5
2019,9,Sep,monthly_mean_stratification,Prince5,Scots Bay,0.3344001770019531,0.12019994750000018,-0.21420022950195294,0.21420022950195294,Scots Bay minus Prince5
2019,9,Sep,monthly_mean_density_stratification,Prince5,Scots Bay,0.24401622576260706,0.16292284063945317,-0.0810933851231539,0.0810933851231539,Scots Bay minus Prince5
2020,7,Jul,monthly_mean_temperature,Prince5,Scots Bay,10.979378846975473,10.86752360665456,-0.11185524032091365,0.11185524032091365,Scots Bay minus Prince5
2020,7,Jul,monthly_mean_salinity,Prince5,Scots Bay,31.69921713608962,32.04418425053331,0.3449671144436941,0.3449671144436941,Scots Bay minus Prince5
2020,7,Jul,monthly_mean_density,Prince5,Scots Bay,1024.2891004672626,1024.5737272419744,0.2846267747117963,0.2846267747117963,Scots Bay minus Prince5
2020,7,Jul,monthly_mean_stratification,Prince5,Scots Bay,0.39639949798583984,0.4844668785470378,0.08806738056119795,0.08806738056119795,Scots Bay minus Prince5
2020,7,Jul,monthly_mean_density_stratification,Prince5,Scots Bay,0.3088431022997611,0.4714805143000831,0.162637412000322,0.162637412000322,Scots Bay minus Prince5
2020,8,Aug,monthly_mean_temperature,Prince5,Scots Bay,11.83501540697538,12.243611052108434,0.4085956451330546,0.4085956451330546,Scots Bay minus Prince5
2020,8,Aug,monthly_mean_salinity,Prince5,Scots Bay,32.002600596501274,32.49146709554217,0.4888664990408955,0.4888664990408955,Scots Bay minus Prince5
2020,8,Aug,monthly_mean_density,Prince5,Scots Bay,1024.371383019129,1024.674246228616,0.3028632094869863,0.3028632094869863,Scots Bay minus Prince5
2020,8,Aug,monthly_mean_stratification,Prince5,Scots Bay,0.47875022888183594,0.08170993999999965,-0.3970402888818363,0.3970402888818363,Scots Bay minus Prince5
2020,8,Aug,monthly_mean_density_stratification,Prince5,Scots Bay,0.27371934589950797,0.12814400683146232,-0.14557533906804565,0.14557533906804565,Scots Bay minus Prince5
2020,9,Sep,monthly_mean_temperature,Prince5,Scots Bay,12.63002296594473,12.83803759373494,0.20801462779020952,0.20801462779020952,Scots Bay minus Prince5
2020,9,Sep,monthly_mean_salinity,Prince5,Scots Bay,32.47853440504808,32.6457358686747,0.16720146362661836,0.16720146362661836,Scots Bay minus Prince5
2020,9,Sep,monthly_mean_density,Prince5,Scots Bay,1024.5906550643633,1024.6796450022584,0.08898993789512133,0.08898993789512133,Scots Bay minus Prince5
2020,9,Sep,monthly_mean_stratification,Prince5,Scots Bay,0.16795063018798828,0.08132138000000033,-0.08662925018798795,0.08662925018798795,Scots Bay minus Prince5
2020,9,Sep,monthly_mean_density_stratification,Prince5,Scots Bay,0.16916112783087556,0.06404955317134409,-0.10511157465953147,0.10511157465953147,Scots Bay minus Prince5
2021,6,Jun,monthly_mean_temperature,Prince5,Scots Bay,9.10904519374554,8.830772385542168,-0.2782728082033721,0.2782728082033721,Scots Bay minus Prince5
2021,6,Jun,monthly_mean_salinity,Prince5,Scots Bay,31.681678845332222,31.790030361445783,0.10835151611356153,0.10835151611356153,Scots Bay minus Prince5
2021,6,Jun,monthly_mean_density,Prince5,Scots Bay,1024.583620192453,1024.7067020484824,0.12308185602933008,0.12308185602933008,Scots Bay minus Prince5
