"Year","month","area","monthly_mean_temperature","monthly_sd_temperature","monthly_se_temperature","monthly_mean_salinity","monthly_sd_salinity","monthly_se_salinity","monthly_mean_density","monthly_sd_density","monthly_se_density","monthly_mean_stratification","monthly_sd_stratification","monthly_se_stratification","monthly_mean_density_stratification","monthly_sd_density_stratification","monthly_se_density_stratification","n_casts","mean_latitude","mean_longitude","min_depth","max_depth"
2018,8,"Prince5",12.5706288997944,NA,NA,32.0792980194092,NA,NA,1024.29278941137,NA,NA,0.342249870300293,NA,NA,0.255027475083125,NA,NA,1,44.9306983947754,-66.8495025634766,5,30
2018,8,"Scots Bay",12.9356663650602,NA,NA,31.1736435437349,NA,NA,1023.52150325955,NA,NA,0.391090460000001,NA,NA,0.373627216893624,NA,NA,1,45.0562,-65.2104,5.233698323,29.74349058
2018,9,"German Bank",12.9353816671084,0.514527147441197,0.363825635060241,32.0824984150602,0.449172138509655,0.31761266506024,1024.22427526019,0.447942303597517,0.316743040454128,0.359310199999999,0.181108784991577,0.12806325,0.328824647806073,0.145117451625565,0.102613534112947,2,43.5665,-66.3382,5.227334977,29.73413694
2018,9,"Prince5",13.3938557918255,NA,NA,32.2901442601131,NA,NA,1024.29491296975,NA,NA,0.020050048828125,NA,NA,0.124814651511997,NA,NA,1,44.9306983947754,-66.8495025634766,5,30
2018,9,"Scots Bay",13.0572399074699,NA,NA,32.0348320785542,NA,NA,1024.16384989157,NA,NA,0.87748698,NA,NA,0.216730135664193,NA,NA,1,45.0605,-65.2333,5.229009141,29.7234165
2018,10,"Prince5",12.411603817573,NA,NA,32.610523223877,NA,NA,1024.73483363947,NA,NA,0.00489997863769531,NA,NA,0.123865955932615,NA,NA,1,44.9306983947754,-66.8495025634766,5,30
2018,11,"Prince5",9.98731917601365,NA,NA,32.7312635275034,NA,NA,1025.26235346954,NA,NA,0.0146493911743164,NA,NA,0.110847788661431,NA,NA,1,44.9306983947754,-66.8495025634766,5,30
2019,6,"Prince5",7.01822401010073,0.0451174491717696,0.0319028542591977,31.3667471225445,0.0179235892581806,0.0126738915076618,1024.6361861727,0.020034552588968,0.0141665679936978,0.464100122451782,0.0156263655538991,0.0110495090484619,0.3581885974221,0.0127616377422127,0.0090238405865648,2,44.9306983947754,-66.8495025634766,5,30
2019,6,"Scots Bay",7.95191243519048,0.697357438203093,0.493106173464286,31.8406183661905,0.0311527749959,0.0220283384523796,1024.8797716687,0.0751236573995687,0.05312044757477,0.0718221794999998,0.057660333042745,0.0407720124999997,0.19245718459797,0.0255578633863987,0.0180721385131619,2,45.05655,-65.2152,5.223181116,29.99896712
2019,7,"Prince5",9.56148743629456,0.0373419780980415,0.0264047659360447,31.4660972448496,0.00272644720951645,0.00192788931039622,1024.3438959521,0.00802402375886097,0.00567384161229256,1.14987516403198,0.0441597819957743,0.0312256813049316,0.542168464529595,0.023224778581892,0.0164223984268119,2,44.9306983947754,-66.8495025634766,5,30
2019,7,"Scots Bay",10.0837790529528,0.894197096494148,0.23898422652351,31.4684364851283,0.305210011785746,0.0815708067939641,1024.25530906298,0.362124044112739,0.0967817217559202,0.130857812052456,0.141553953687936,0.0378318854602515,0.16061907212045,0.0812292999139876,0.0217094435746891,14,45.1725260669001,-65.1822742581445,5,30
2019,8,"German Bank",10.3602530196205,0.721275239345937,0.360637619672969,32.5486480741807,0.361057496151696,0.180528748075848,1025.04207097003,0.411001385151517,0.205500692575758,0.38107685425,0.551742444105903,0.275871222052951,0.171340161648118,0.171837044068563,0.0859185220342816,4,43.5042166675,-66.3523533325,5.225865028,29.72785862
2019,8,"Prince5",11.7010856958536,0.135967263550952,0.0961433740762567,31.744762310615,0.0237492952467504,0.0167932877173786,1024.19556161082,0.0431852819258104,0.0305366056971934,0.60527515411377,0.0206121691453438,0.0145750045776367,0.319213826525811,0.00476288086597389,0.00336786535831379,2,44.9306983947754,-66.8495025634766,5,30
2019,8,"Scots Bay",12.2248819273735,1.03674785894154,0.46364773762413,32.2855161759277,0.913159029184667,0.408377132704926,1024.51372955621,0.699606257375171,0.312873429795019,0.180745506000001,0.264712143713085,0.118382869562431,0.228498585881744,0.201790204780471,0.0902433230165471,5,45.13778,-65.05923,5.225398435,29.76849522
2019,9,"German Bank",11.4959765744232,0.882368813732812,0.394607329746483,32.3391569219145,0.326265590575531,0.1459104078492,1024.69107417961,0.275837339037159,0.123358208163949,0.601975136000001,0.357494963230898,0.159876607879615,0.626706133672951,0.344682911784113,0.154146884286368,5,43.425807334,-66.358490666,5.226412591,29.75127543
2019,9,"Prince5",12.0748615448291,0.00259990291789503,0.00183840898367027,32.0214547377366,0.00338201874364787,0.00239144838773342,1024.34158557121,0.00310002032448295,0.00219204539325801,0.334400177001953,0.0211422079122168,0.0149497985839844,0.244016225762607,0.0160407376707893,0.0113425143822496,2,44.9306983947754,-66.8495025634766,5,30
2019,9,"Scots Bay",12.1244494813855,0.346935902585783,0.173467951292892,32.3767683343976,0.143259809509316,0.0716299047546581,1024.60744182661,0.167352410960643,0.0836762054803214,0.1201999475,0.134499552899075,0.0672497764495373,0.162922840639453,0.0569543375676988,0.0284771687838494,4,45.104555,-65.0793783325,5.224917786,29.75106039
2019,10,"German Bank",12.2483588448193,NA,NA,31.3946007501205,NA,NA,1023.82326389939,NA,NA,0.0566247299999993,NA,NA,0.0908736975180773,NA,NA,1,43.28953333,-66.29406667,5.235583524,29.76661898
2019,10,"Prince5",11.8943076867324,0.0155427202699316,0.0109903629009542,32.2151176012479,0.0152161275828845,0.0107594269972573,1024.52539653522,0.0146816849426209,0.0103815189821717,0.0597753524780273,0.0122677674897629,0.00867462158203125,0.115602545184515,0.0417289285750201,0.0295068083670458,2,44.9306983947754,-66.8495025634766,5,30
2019,11,"Prince5",10.7101277938256,0.0246957708134342,0.0174625470088081,32.4642288501446,0.0149659957631701,0.0105825570913467,1024.93114398383,0.0074085209300203,0.00523861538817982,0.400099754333496,0.0280016918010618,0.0198001861572266,0.20658815308343,0.00486391646026933,0.00343930831218131,2,44.9306983947754,-66.8495025634766,5,30
2020,6,"Scots Bay",8.37473848719441,0.620348717705796,0.234469776169621,31.2318792453655,0.527231718754232,0.199274858732692,1024.33593533387,0.354409955914087,0.133954372216292,0.230789527857143,0.163525505308348,0.0618068314374375,0.237323216251687,0.102934076785321,0.0389054240868551,7,45.1483935714286,-65.1826169042857,5.224920718,29.72761912
2020,7,"Prince5",10.9793788469755,NA,NA,31.6992171360896,NA,NA,1024.28910046726,NA,NA,0.39639949798584,NA,NA,0.308843102299761,NA,NA,1,44.9306983947754,-66.8495025634766,5,30
2020,7,"Scots Bay",10.8675236066546,0.788684969263336,0.321979290416301,32.0441842505333,0.785157821654652,0.320539338434843,1024.57372724197,0.734707057867057,0.299942900365961,0.484466878547038,0.799036196640297,0.326205161297148,0.471480514300083,0.694975217740986,0.283722444557509,6,45.1694659138997,-65.2364173177083,5,30
2020,8,"German Bank",13.5798711107229,NA,NA,32.7254226175904,NA,NA,1024.59075246423,NA,NA,2.55192736,NA,NA,0.785646547710485,NA,NA,1,43.57085,-66.4913,5.228548148,29.71629949
2020,8,"Prince5",11.8350154069754,NA,NA,32.0026005965013,NA,NA,1024.37138301913,NA,NA,0.478750228881836,NA,NA,0.273719345899508,NA,NA,1,44.9306983947754,-66.8495025634766,5,30
2020,8,"Scots Bay",12.2436110521084,0.129259148822303,0.0914000206626513,32.4914670955422,0.0868337938363382,0.0614007644578294,1024.67424622862,0.0428981451321404,0.0303335693232611,0.0817099399999996,0.0393971048520478,0.0278579600000004,0.128144006831462,0.0310165343595316,0.0219320017745304,2,45.0416,-65.2319,5.225160626,29.70870109
2020,9,"German Bank",12.4980004931446,0.756109267223539,0.436539888968281,32.2925951802224,0.886611387263668,0.511885323103266,1024.46752355032,0.827146121159489,0.477553035710586,1.97100421333333,0.107382845446551,0.0619975147249143,0.758181284891824,0.174452944403566,0.100720454412322,3,43.4370266666667,-66.3760133333333,5.2256071,29.74852448
2020,9,"Prince5",12.6300229659447,NA,NA,32.4785344050481,NA,NA,1024.59065506436,NA,NA,0.167950630187988,NA,NA,0.169161127830876,NA,NA,1,44.9306983947754,-66.8495025634766,5,30
2020,9,"Scots Bay",12.8380375937349,NA,NA,32.6457358686747,NA,NA,1024.67964500226,NA,NA,0.0813213800000003,NA,NA,0.0640495531713441,NA,NA,1,45.0351,-65.225,5.225279412,29.70749937
2020,10,"German Bank",12.3878065281034,NA,NA,32.1717500806897,NA,NA,1024.38243349203,NA,NA,0.0578784799999994,NA,NA,0.18496329006939,NA,NA,1,43.303,-66.299,5.232887746,22.15905527
2020,10,"Prince5",12.0408691993127,NA,NA,32.7413156949557,NA,NA,1024.90640665628,NA,NA,0.0893001556396484,NA,NA,0.157169871460837,NA,NA,1,44.9306983947754,-66.8495025634766,5,30
2020,11,"Prince5",10.5354404816261,NA,NA,32.6392348362849,NA,NA,1025.09776807861,NA,NA,0.0848007202148438,NA,NA,0.200271962979286,NA,NA,1,44.9306983947754,-66.8495025634766,5,30
2021,6,"Prince5",9.10904519374554,0.00998517198397854,0.00706058282118516,31.6816788453322,0.00542343052985872,0.00383494450495725,1024.58362019245,0.00582969754532569,0.00412221866656637,0.74317455291748,0.0723024128582566,0.0511255264282227,0.380782301267232,0.0276469669489483,0.0195493578088417,2,44.9306983947754,-66.8495025634766,5,30
2021,6,"Scots Bay",8.83077238554217,1.25861434032121,0.889974734939759,31.7900303614458,0.135378575033748,0.095727108433735,1024.70670204848,0.0855913521942999,0.0605222255475155,0.1892385,0.194511640475577,0.1375405,0.208486737413637,0.129979464119995,0.0919093604942418,2,45.04585,-65.213172,5.225258,29.70817
2021,7,"Prince5",11.547306739367,0.0024545546477076,0.001735632236187,31.7678220455463,0.00327329284275007,0.00231456756591797,1024.24148833772,0.0030213055581634,0.00213638564821395,0.686574935913086,0.17278184840738,0.122175216674805,0.376766162571982,0.0652098882663577,0.0461103541935586,2,44.9306983947754,-66.8495025634766,5,30
2021,7,"Scots Bay",11.3879906024096,NA,NA,32.3336851807229,NA,NA,1024.70974748568,NA,NA,0.074580000000001,NA,NA,0.103031224598453,NA,NA,1,45.0505,-65.2129,5.225254,29.7066
2021,8,"German Bank",11.7186445783133,NA,NA,32.8270426506024,NA,NA,1025.02900409302,NA,NA,3.01735,NA,NA,1.01620419477808,NA,NA,1,43.5763,-66.3637,5.227583,29.70469
2021,8,"Prince5",13.134423164221,0.0109520855301238,0.00774429394648557,32.0607456060556,0.00117201956339094,0.000828742980957031,1024.16899108052,0.00306135552780713,0.00216470525333534,0.098325252532959,0.0334106497515559,0.0236248970031738,0.152813562981123,0.0131974978007905,0.00933204018963352,2,44.9306983947754,-66.8495025634766,5,30
2021,8,"Scots Bay",12.7294733333333,0.516652982555971,0.298289738556313,32.4913259839357,0.108075215939089,0.0623972550151601,1024.5802234098,0.0160773343075847,0.00928225329033566,0.2984,0.282217762197917,0.162938500975061,0.167196460828563,0.0502724311557411,0.0290248016605841,3,45.0529333333333,-65.2178333333333,5.225846,29.71075
2021,9,"German Bank",11.6473755511464,0.206071686520019,0.145714686948854,32.9692877579365,0.41636330088368,0.294413313492065,1025.15572221898,0.286872487228261,0.202849481054955,0.6176,0.00855599205235613,0.00604999999999922,0.595146202950446,0.250466780620765,0.177106759038907,2,43.579,-66.36595,5.224375,29.99205
2021,9,"Prince5",13.0822731348184,0.0118168091789579,0.0083557459024286,32.5030213135939,0.00363287678598471,0.00256883181058498,1024.52135505282,0.0051583129514858,0.003647478067478,0.427975654602051,0.038289568935177,0.0270748138427734,0.304686962075266,0.0195124968021614,0.0137974188066892,2,44.9306983947754,-66.8495025634766,5,30
2021,9,"Scots Bay",13.1885144578313,NA,NA,32.7465275903614,NA,NA,1024.68862252448,NA,NA,0.0145799999999987,NA,NA,0.107135602040671,NA,NA,1,45.0581,-65.2164,5.2252,29.70704
2021,10,"German Bank",13.0026140963855,NA,NA,32.6080356626506,NA,NA,1024.61790437117,NA,NA,1.25231,NA,NA,1.02521588605418,NA,NA,1,43.5819,-66.3665,5.22987,29.71673
2021,10,"Prince5",13.133599959887,0.0138483650867486,0.009792272861187,32.6293441332304,0.00756568351423326,0.00534974611722561,1024.60900881097,0.00859568694635276,0.00607806852872272,0.108974933624268,0.0184198586732011,0.0130248069763184,0.181733893451451,0.0113979657640472,0.00805957888348985,2,44.9306983947754,-66.8495025634766,5,30
2021,11,"Prince5",11.8864835959214,0.00274823388813277,0.00194329481858535,32.4499434691209,0.00580552737433084,0.00410512777475347,1024.70908134857,0.00501101484104357,0.00354332257472834,0.0516495704650879,0.0287090845064687,0.0203003883361816,0.125348695090565,0.00148061095623492,0.00104695004745281,2,44.9306983947754,-66.8495025634766,5,30
2022,6,"German Bank",9.33000007042518,NA,NA,NA,NA,NA,NA,NA,NA,1.32999992370605,NA,NA,-Inf,NA,NA,1,43.4982948303223,-66.4300003051758,5,30
2022,6,"Prince5",8.92373371124268,0.00745317088109963,0.00527018767136767,31.4761625803434,0.00141545976038987,0.00100088119506836,1024.45157614264,0.00224397940830589,0.00158673305645607,0.424624443054199,0.0103593581891897,0.00732517242431641,0.326289015712973,0.00919916693181624,0.00650479331875431,2,44.9306983947754,-66.8495025634766,5,30
2022,6,"Scots Bay",9.51942993795181,0.778948265321612,0.55079960060241,30.8907440454819,1.29955976272939,0.918927520783132,1023.90133217402,1.13722010520136,0.80413604808956,0.168818794999999,0.14283952252659,0.101002795,0.240208663588476,0.0270957713698627,0.0191596036771102,2,45.063,-65.21145,5.225867,29.75412564
2022,7,"Prince5",10.78798358257,0.0154731844540188,0.0109411936539869,31.819543324984,0.00485334577277021,0.00343183370736888,1024.41599301005,0.00645328882553789,0.00456316428949322,0.223299503326416,0.000283901171569382,0.000200748443603516,0.212988961364431,0.000875053030042982,0.000618755931441228,2,44.9306983947754,-66.8495025634766,5,30
2022,7,"Scots Bay",13.0759145975234,1.1103220674637,0.320522372268674,31.3178258138176,0.628284627131412,0.181370149301012,1023.59963894512,0.548631382487986,0.158376238182658,1.19238396275492,0.787078500549633,0.227209992082849,0.50207566677301,0.26908899987832,0.0776793032578575,12,45.2178994069417,-65.3084258544922,5,30
2022,8,"German Bank",12.8205371914458,1.37156491763374,0.969842854096385,31.1722259763253,0.0822328376926348,0.0581473971686748,1023.53567189274,0.328379437997616,0.232199327410342,2.327284665,0.274081185694174,0.193804665,0.824946500206579,0.128663714520695,0.0909789850302332,2,43.5636,-66.360566665,5.2397074,29.78321674
2022,8,"Prince5",14.3708066206712,0.0942533734044826,0.0666471994840174,31.8616066345802,0.0303986933060965,0.021495122175951,1023.76371780805,0.0431410772771645,0.0305053482903759,1.5025749206543,0.0126926077227528,0.00897502899169922,0.76018462974389,0.0247283187723182,0.0174855618912488,2,44.9306983947754,-66.8495025634766,5,30
2022,8,"Scots Bay",13.2466404711538,NA,NA,30.536777325641,NA,NA,1022.96499979441,NA,NA,1.14079436,NA,NA,0.339022842066584,NA,NA,1,45.0531,-65.2162,5.236005497,28.38791141
2022,9,"German Bank",12.5932273009036,0.255163572902072,0.180427892710843,30.9638052221084,0.139778930095249,0.0988386293373509,1023.42438060531,0.059787815425541,0.0422763697197297,0.46401593,0.346928705150235,0.245315639999999,0.445266195097361,0.108043814190324,0.0763985136792371,2,43.56415,-66.36345,5.232909856,29.74999042
2022,9,"Prince5",12.986376945789,0.00197169441464493,0.00139419849102307,32.5552886816171,0.00067196341613708,0.000475149888259807,1024.58069779365,0.000898765201143662,0.000635522968423174,0.267950057983398,0.0289916369788857,0.0205001831054688,0.249185042495355,0.0150036906044457,0.0106092113692284,2,44.9306983947754,-66.8495025634766,5,30
2022,9,"Scots Bay",13.555837794759,0.420855337538871,0.297589663072289,30.979428676747,0.0331428758890305,0.0234355522891576,1023.2494050158,0.109306551862793,0.0772914040502996,0.200091059999999,0.26879357553475,0.19006576,0.167087785729393,0.0572374614241971,0.0404729971109532,2,45.05365,-65.21345,5.232375848,29.75204311
2022,10,"German Bank",12.7736081115663,0.202879413822594,0.143457409277108,30.5850995157229,0.270675056077716,0.191396167650602,1023.09732789169,0.247978983184312,0.175347620601372,0.184897395,0.098575500694585,0.0697034050000003,0.40879027217386,0.0816799036448877,0.0577564137539639,2,43.5634,-66.36085,5.234207502,29.79371778
2022,10,"Prince5",12.4256345308744,0.0148166013955243,0.0104769193209133,32.6627817153931,0.011176462383338,0.00790295234093463,1024.77265885104,0.0114951409961612,0.00812829214908106,0.0295000076293945,0.011242756133978,0.0079498291015625,0.136667997282075,0.015909248035574,0.0112495371695331,2,44.9306983947754,-66.8495025634766,5,30
2023,6,"German Bank",7.76423089320843,NA,NA,NA,NA,NA,NA,NA,NA,0.00999975204467773,NA,NA,-Inf,NA,NA,1,43.4416999816895,-66.3300094604492,5,30
2023,6,"Prince5",8.72883840707632,0.0278655769327633,0.0197039384108324,26.0237911756222,7.59422197532792,5.36992585659027,1020.22480640367,5.92369512356767,4.18868499155639,0.548474788665771,0.0385019890516719,0.0272250175476074,11.9533233883722,16.4085770585121,11.6026161076959,2,44.9331016540527,-66.8424987792969,5,30
2023,6,"Scots Bay",8.82540444848193,NA,NA,31.4664929378313,NA,NA,1024.45886392279,NA,NA,0.0694133439999991,NA,NA,0.104785693536087,NA,NA,1,45.05111667,-65.20718,5.226356131,29.71386476
2023,7,"Prince5",10.3737181149996,0.0289275737691491,0.0204548835754395,31.2928062830216,0.010650711788127,0.00753119052984807,1024.07717882969,0.0142310977070644,0.0100629056923935,0.236899852752686,0.047164683707207,0.0333504676818848,0.210588162176805,0.0109727160449953,0.00775888192345064,2,44.9324989318848,-66.8451995849609,5,30
2023,7,"Scots Bay",11.4259950606024,1.13425767450167,0.802041293253012,31.6891263145181,0.0454961243025618,0.0321706180120476,1024.19825343184,0.168678335174234,0.119273594640958,0.97287904,1.11406289822042,0.78776143,0.372149088903996,0.211495937237295,0.149550211413896,2,45.0533,-65.21515,5.227556017,29.72661762
2023,8,"German Bank",10.3882317927151,0.817664637041842,0.472078898302945,31.9424903160241,0.0918433613456266,0.064943063614459,1024.50988553349,0.0496814818489604,0.0351301127147963,2.49403138585303,1.62467947272453,0.938009130924366,-Inf,NA,NA,3,43.4928991353353,-66.4171667114258,5,30
2023,8,"Prince5",12.6853384421422,0.0336746576106282,0.0238115787506103,31.4048672456008,0.0120968976817696,0.00855379838209913,1023.74850331666,0.0158475038555944,0.0112058774411707,0.625200748443604,0.127773734644779,0.0903496742248535,0.406438589918992,0.0696042775186974,0.0492176566330613,2,44.9339981079102,-66.8443984985352,5,30
2023,8,"Scots Bay",12.423768519759,0.116904776364566,0.0826641601204816,31.8446430685542,0.101492413713637,0.0717659739759036,1024.13884094011,0.056477546422534,0.0399356560601518,0.126973280000001,0.024334358625617,0.0172069899999991,0.106438030998788,0.0220158542579098,0.0155675598393827,2,45.054,-65.2126,5.227954981,29.72470087
2023,9,"German Bank",11.0369621295769,0.581602940055607,0.335788614002583,31.9712104153782,0.289784993212791,0.167307443838519,1024.48674812708,0.320003336831706,0.184754012661364,1.25529843666667,0.288585885319872,0.166615138573755,0.475777602430374,0.189032941341661,0.109138219569315,3,43.5683333333333,-66.3588333333333,5.226831798,29.72909121
2023,9,"Prince5",13.2597730893355,0.0229727298367419,0.0162441730499268,31.5496549239525,0.00714338506041441,0.0050511360168457,1023.74899208603,0.0100367589056826,0.00709706028334267,0.515875339508057,0.0404103983522452,0.0285744667053223,0.341905034343256,0.0195018260959216,0.0137898734779469,2,44.9360008239746,-66.8433990478516,5,30
2023,9,"Scots Bay",12.1248756095181,0.116456443232959,0.0823471407228915,31.9642212141566,0.0356433430549482,0.0252036495783123,1024.28774643761,0.00589625362288377,0.00416928092033686,0.249528980000001,0.0222336433736614,0.0157215599999994,0.228197255604186,0.0803318566963053,0.0568032006152634,2,45.0553,-65.20635,5.227895675,29.72015674
2023,10,"German Bank",12.7982779958434,1.73069309455596,1.22378482331325,31.1915900894578,0.420073272668038,0.297036659698795,1023.55456300048,0.657864513877028,0.465180458864438,1.31390656,1.0018469895187,0.708412800000001,0.737591913557139,0.225913789135069,0.159745172260955,2,43.5675,-66.3608,5.230313123,29.76041262
2023,10,"Prince5",12.2188701996436,0.00511151791435749,0.0036143889793987,31.6772912832407,0.0195989848436625,0.0138585750873261,1024.04788003462,0.0161493244910884,0.0114192968592306,0.0886006355285645,0.0714884729198142,0.0505499839782715,0.181851360426492,0.0324937760309161,0.0229765693778177,2,44.9353981018066,-66.8439025878906,5,30
2023,10,"Scots Bay",12.2281430249398,NA,NA,31.9089497155422,NA,NA,1024.22560781691,NA,NA,0.071163610000001,NA,NA,0.104546388988638,NA,NA,1,45.0526,-65.2153,5.227610572,29.72050637
2023,11,"German Bank",10.2396153670091,NA,NA,NA,NA,NA,NA,NA,NA,0.130000114440918,NA,NA,-Inf,NA,NA,1,43.4567031860352,-66.3767013549805,5,30
2024,6,"Scots Bay",8.37535997519679,0.416014364170454,0.240186005140563,31.5491799010442,0.0440427224644291,0.0254280776706821,1024.59008917783,0.0950184381056195,0.0548589208182572,0.0824426516666665,0.0258850478312064,0.0149447393333334,0.124167566132352,0.00106397794539975,0.000614287953188371,3,45.0524,-65.21495,5.225146453,29.71165503
2024,7,"Scots Bay",10.7367377144578,0.852445162935276,0.602769755301205,31.7143298596386,0.200370334692433,0.141683222409638,1024.3407649441,0.00915525421099872,0.00647374233608389,0.242519939999999,0.206568263643148,0.14606582,0.154141669490286,0.0477672128725724,0.0337765201405773,2,45.05315,-65.2142,5.227163614,29.71753527
2024,8,"German Bank",12.1218602127108,0.272392642644198,0.192610684759036,32.371652938012,0.048397324301422,0.03422207620482,1024.59552204484,0.0857105478881559,0.0606065096309294,4.40038761,0.774629638087851,0.547745870000001,1.35276470414993,0.210706194106298,0.148991778690572,2,43.5636,-66.36195,5.229656392,29.71863338
2024,8,"Scots Bay",12.0401654569277,0.224952765886224,0.159065626204819,32.1765310942771,0.207575365928643,0.146777948855423,1024.46780292235,0.119476667995399,0.0844827621331206,0.80649452,1.01592521683155,0.71836761,0.412443145461168,0.392379306617045,0.277454068506188,2,45.0542,-65.2092,5.225923789,29.71825094
2024,9,"German Bank",13.4639401612048,0.54006942437794,0.381886752289157,31.7300769981928,0.88532749621506,0.626021076144577,1023.84681810493,0.790440614350514,0.558925918532509,1.238458315,1.24899982364474,0.883176245,0.431470395565725,0.278371930403892,0.196838679680582,2,43.62295,-66.3608,5.228820181,29.75203343
2024,9,"Scots Bay",12.7409806237349,0.194518711713775,0.137545500120481,32.3590064990361,0.0854923500811105,0.0604522204819275,1024.47640416793,0.028534105850673,0.0201766597421056,0.0329543699999997,0.0131198289237616,0.00927711999999925,0.118404320019636,0.00895255536614541,0.00633041260834943,2,45.0536,-65.20595,5.22616437,29.71375851
2024,10,"German Bank",11.4339102133735,NA,NA,32.165666366747,NA,NA,1024.57078984143,NA,NA,0.64173568,NA,NA,0.42761921675924,NA,NA,1,43.5709,-66.3587,5.227054049,29.7151811
