"year","month","month_name","station_id","area","monthly_mean_temperature","monthly_sd_temperature","monthly_se_temperature","monthly_mean_salinity","monthly_sd_salinity","monthly_se_salinity","monthly_mean_density","monthly_sd_density","monthly_se_density","monthly_mean_stratification","monthly_sd_stratification","monthly_se_stratification","monthly_mean_density_stratification","monthly_sd_density_stratification","monthly_se_density_stratification","n_casts","mean_latitude","mean_longitude","min_depth","max_depth"
2021,9,"September","Prince-5","Prince5",13.0822731348184,0.0118168091789579,0.0083557459024286,32.5030213135939,0.00363287678598471,0.00256883181058498,1024.52135505282,0.0051583129514858,0.003647478067478,0.427975654602051,0.038289568935177,0.0270748138427734,0.304686962075266,0.0195124968021614,0.0137974188066892,2,44.9306983947754,-66.8495025634766,5,30
2021,10,"October","Prince-5","Prince5",13.133599959887,0.0138483650867486,0.009792272861187,32.6293441332304,0.00756568351423326,0.00534974611722561,1024.60900881097,0.00859568694635276,0.00607806852872272,0.108974933624268,0.0184198586732011,0.0130248069763184,0.181733893451451,0.0113979657640472,0.00805957888348985,2,44.9306983947754,-66.8495025634766,5,30
2021,11,"November","Prince-5","Prince5",11.8864835959214,0.00274823388813277,0.00194329481858535,32.4499434691209,0.00580552737433084,0.00410512777475347,1024.70908134857,0.00501101484104357,0.00354332257472834,0.0516495704650879,0.0287090845064687,0.0203003883361816,0.125348695090565,0.00148061095623492,0.00104695004745281,2,44.9306983947754,-66.8495025634766,5,30
2022,6,"June","Prince-5","Prince5",8.92373371124268,0.00745317088109963,0.00527018767136767,31.4761625803434,0.00141545976038987,0.00100088119506836,1024.45157614264,0.00224397940830589,0.00158673305645607,0.424624443054199,0.0103593581891897,0.00732517242431641,0.326289015712973,0.00919916693181624,0.00650479331875431,2,44.9306983947754,-66.8495025634766,5,30
2022,6,"June","nan","Polygon",9.33000007042518,NA,NA,NA,NA,NA,NA,NA,NA,1.32999992370605,NA,NA,-Inf,NA,NA,1,43.4982948303223,-66.4300003051758,5,30
2022,7,"July","Prince-5","Prince5",10.78798358257,0.0154731844540188,0.0109411936539869,31.819543324984,0.00485334577277021,0.00343183370736888,1024.41599301005,0.00645328882553789,0.00456316428949322,0.223299503326416,0.000283901171569382,0.000200748443603516,0.212988961364431,0.000875053030042982,0.000618755931441228,2,44.9306983947754,-66.8495025634766,5,30
2022,8,"August","Prince-5","Prince5",14.3708066206712,0.0942533734044826,0.0666471994840174,31.8616066345802,0.0303986933060965,0.021495122175951,1023.76371780805,0.0431410772771645,0.0305053482903759,1.5025749206543,0.0126926077227528,0.00897502899169922,0.76018462974389,0.0247283187723182,0.0174855618912488,2,44.9306983947754,-66.8495025634766,5,30
2022,9,"September","Prince-5","Prince5",12.986376945789,0.00197169441464493,0.00139419849102307,32.5552886816171,0.00067196341613708,0.000475149888259807,1024.58069779365,0.000898765201143662,0.000635522968423174,0.267950057983398,0.0289916369788857,0.0205001831054688,0.249185042495355,0.0150036906044457,0.0106092113692284,2,44.9306983947754,-66.8495025634766,5,30
2022,10,"October","Prince-5","Prince5",12.4256345308744,0.0148166013955243,0.0104769193209133,32.6627817153931,0.011176462383338,0.00790295234093463,1024.77265885104,0.0114951409961612,0.00812829214908106,0.0295000076293945,0.011242756133978,0.0079498291015625,0.136667997282075,0.015909248035574,0.0112495371695331,2,44.9306983947754,-66.8495025634766,5,30
2023,6,"June","Prince-5","Prince5",8.72883840707632,0.0278655769327633,0.0197039384108324,26.0237911756222,7.59422197532792,5.36992585659027,1020.22480640367,5.92369512356767,4.18868499155639,0.548474788665771,0.0385019890516719,0.0272250175476074,11.9533233883722,16.4085770585121,11.6026161076959,2,44.9331016540527,-66.8424987792969,5,30
2023,6,"June","nan","Polygon",7.76423089320843,NA,NA,NA,NA,NA,NA,NA,NA,0.00999975204467773,NA,NA,-Inf,NA,NA,1,43.4416999816895,-66.3300094604492,5,30
2023,7,"July","Prince-5","Prince5",10.3737181149996,0.0289275737691491,0.0204548835754395,31.2928062830216,0.010650711788127,0.00753119052984807,1024.07717882969,0.0142310977070644,0.0100629056923935,0.236899852752686,0.047164683707207,0.0333504676818848,0.210588162176805,0.0109727160449953,0.00775888192345064,2,44.9324989318848,-66.8451995849609,5,30
2023,8,"August","Prince-5","Prince5",12.6853384421422,0.0336746576106282,0.0238115787506103,31.4048672456008,0.0120968976817696,0.00855379838209913,1023.74850331666,0.0158475038555944,0.0112058774411707,0.625200748443604,0.127773734644779,0.0903496742248535,0.406438589918992,0.0696042775186974,0.0492176566330613,2,44.9339981079102,-66.8443984985352,5,30
2023,8,"August","nan","Polygon",9.63807689226591,NA,NA,NA,NA,NA,NA,NA,NA,0.619999885559082,NA,NA,-Inf,NA,NA,1,43.3449974060059,-66.5317001342773,5,30
2023,9,"September","Prince-5","Prince5",13.2597730893355,0.0229727298367419,0.0162441730499268,31.5496549239525,0.00714338506041441,0.0050511360168457,1023.74899208603,0.0100367589056826,0.00709706028334267,0.515875339508057,0.0404103983522452,0.0285744667053223,0.341905034343256,0.0195018260959216,0.0137898734779469,2,44.9360008239746,-66.8433990478516,5,30
2023,10,"October","Prince-5","Prince5",12.2188701996436,0.00511151791435749,0.0036143889793987,31.6772912832407,0.0195989848436625,0.0138585750873261,1024.04788003462,0.0161493244910884,0.0114192968592306,0.0886006355285645,0.0714884729198142,0.0505499839782715,0.181851360426492,0.0324937760309161,0.0229765693778177,2,44.9353981018066,-66.8439025878906,5,30
2023,11,"November","nan","Polygon",10.2396153670091,NA,NA,NA,NA,NA,NA,NA,NA,0.130000114440918,NA,NA,-Inf,NA,NA,1,43.4567031860352,-66.3767013549805,5,30
