Tag_Num,returnedArea,returnedLat,returnedLon,returnedDate,ReturnedBoat,GearType,Company,Catch.t,dataorigin,originalDF,id,Comments
563824,UNKNOWN,45 08,65 03,07-09-2023,Fundy Monarch,Purse Seine,Seacreast,119,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used FM as Connors vessel that had the biggest catch on the day.
567199,UNKNOWN,45 08,65 03,07-09-2023,Fundy Monarch,Purse Seine,Seacreast,119,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used FM as Connors vessel that had the biggest catch on the day.
567221,UNKNOWN,45 08,65 03,07-09-2023,Fundy Monarch,Purse Seine,Seacreast,119,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used FM as Connors vessel that had the biggest catch on the day.
564937,UNKNOWN,45 08,65 03,07-09-2023,Fundy Monarch,Purse Seine,Seacreast,119,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used FM as Connors vessel that had the biggest catch on the day.
567200,UNKNOWN,45 08,65 03,07-09-2023,Fundy Monarch,Purse Seine,RKM,119,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used FM as Connors vessel that had the biggest catch on the day.
532142,UNKNOWN,45 08,65 03,07-09-2023,Fundy Monarch,Purse Seine,Cape Breeze,119,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used FM as Connors vessel that had the biggest catch on the day.
564665,UNKNOWN,45 08,65 03,07-09-2023,Fundy Monarch,Purse Seine,CP,119,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used FM as Connors vessel that had the biggest catch on the day.
564319,UNKNOWN,45 08,65 03,07-09-2023,Fundy Monarch,Purse Seine,Connors,119,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used FM as Connors vessel that had the biggest catch on the day.
594136,UNKNOWN,45 08,65 03,07-09-2023,Fundy Monarch,Purse Seine,Connors,119,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used FM as Connors vessel that had the biggest catch on the day.
564852,UNKNOWN,45 08,65 03,07-09-2023,Fundy Monarch,Purse Seine,Connors,119,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used FM as Connors vessel that had the biggest catch on the day.
567224,UNKNOWN,45 08,65 03,07-09-2023,Fundy Monarch,Purse Seine,Connors,119,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used FM as Connors vessel that had the biggest catch on the day.
572426,UNKNOWN,45 08,65 03,07-09-2023,Fundy Monarch,Purse Seine,Connors,119,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used FM as Connors vessel that had the biggest catch on the day.
471581,UNKNOWN,,,08-09-2023,UNKOWN,Purse Seine,RM Murphy,,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,
567116,UNKNOWN,,,08-09-2023,UNKOWN,Purse Seine,Seacreast,,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,
471749,UNKNOWN,,,08-09-2023,UNKOWN,Purse Seine,Cape Breeze,,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,
564842,UNKNOWN,,,08-09-2023,UNKOWN,Purse Seine,Cape Breeze,,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,
567037,UNKNOWN,,,08-09-2023,UNKOWN,Purse Seine,Cape Breeze,,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,
564361,UNKNOWN,,,08-09-2023,UNKOWN,Purse Seine,Cape Breeze,,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,
564318,UNKNOWN,,,08-09-2023,UNKOWN,Purse Seine,Cape Breeze,,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,
578866,UNKNOWN,45 07,65 02,11-09-2023,Fundy Monarch,Purse Seine,Seacreast,152,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used FM as Connors vessel that had the biggest catch on the day.
521966,Grand Manan,43 35.8,66 37.2,12-06-2024,LEROY & BARRY,Purse Seine,Scotia Gardens,109,2024 Tag Returns.csv,Herring Research Tags Collected Information (1).xlsx,12-06-2024 LEROY & BARRY,
569507,Scots Bay,45 04,65 00,12-08-2024,Brunswick Provider,Purse Seine,Connors,102,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,12-08-2024 Brunswick Provider,
564585,Scots Bay,45 10.065,64 57.39,12-08-2024,MORNING STAR,Purse Seine,Scotia Gardens,63,2024 Tag Returns.csv,Herring Research Tags Collected Information (1).xlsx,12-08-2024 MORNING STAR,
529460,Grand Manan,44 35,66 36.1,13-06-2024,LEROY & BARRY,Purse Seine,Scotia Gardens,98,2024 Tag Returns.csv,Herring Research Tags Collected Information (1).xlsx,13-06-2024 LEROY & BARRY,
528811,UNKNOWN,43 17.1,66 06.8,13-09-2023,Lady Melissa,Purse Seine,Comeau,136,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,13-09-2023 Lady Melissa,
574694,UNKNOWN,43 15.00,66 22.0,15-09-2023,Fundy Monarch,Purse Seine,RK Murphy,108,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,15-09-2023 Fundy Monarch,
564756,UNKNOWN,43 16.5,66 23.0,15-09-2023,Lady Melissa,Purse Seine,Comeau,171,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,15-09-2023 Lady Melissa,
567493,UNKNOWN,43 16.5,66 23.0,15-09-2023,Lady Melissa,Purse Seine,Comeau,171,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,15-09-2023 Lady Melissa,
500534,UNKNOWN,43 15,66 22,15-09-2023,Fundy Monarch,Purse Seine,RK Murphy,108,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used FM as Connors vessel that had the biggest catch on the day.
577946,UNKNOWN,43 15,66 22,15-09-2023,Fundy Monarch,Purse Seine,Connors,108,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used FM as Connors vessel that had the biggest catch on the day.
514040,UNKNOWN,43 15,66 22,15-09-2023,Fundy Monarch,Purse Seine,Seacreast,108,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used FM as Connors vessel that had the biggest catch on the day.
577445,UNKNOWN,43 15,66 22,15-09-2023,Fundy Monarch,Purse Seine,Seacreast,108,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used FM as Connors vessel that had the biggest catch on the day.
569057,UNKNOWN,43 15,66 22,15-09-2023,Fundy Monarch,Purse Seine,Connors,108,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used FM as Connors vessel that had the biggest catch on the day.
569147,UNKNOWN,43 15,66 22,15-09-2023,Fundy Monarch,Purse Seine,Connors,108,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used FM as Connors vessel that had the biggest catch on the day.
567157,UNKNOWN,43 15,66 22,15-09-2023,Fundy Monarch,Purse Seine,Connors,108,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used FM as Connors vessel that had the biggest catch on the day.
564179,Scots Bay,45 08,65 03,17-09-2024,Fundy Monarch,Purse Seine,Connors,88,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,17-09-2024 Fundy Monarch,
471737,Scots Bay,45 08,65 03,17-09-2024,Fundy Monarch,Purse Seine,Connors,88,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,17-09-2024 Fundy Monarch,
567218,UNKNOWN,,,17-09-2024,UNKOWN,Purse Seine,Website,,2024 Tag Returns.csv,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,
502001,UNKNOWN,,,17-09-2024,UNKOWN,Purse Seine,Website,,2024 Tag Returns.csv,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,
556292,UNKNOWN,,,17-09-2024,UNKOWN,Purse Seine,Website,,2024 Tag Returns.csv,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,
473464,UNKNOWN,,,17-09-2024,UNKOWN,Purse Seine,Website,,2024 Tag Returns.csv,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,
517984,UNKNOWN,,,17-09-2024,UNKOWN,Purse Seine,Website,,2024 Tag Returns.csv,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,
510556,UNKNOWN,,,17-09-2024,UNKOWN,Purse Seine,Website,,2024 Tag Returns.csv,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,
557217,UNKNOWN,,,17-09-2024,UNKOWN,Purse Seine,Website,,2024 Tag Returns.csv,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,
567458,UNKNOWN,,,17-09-2024,UNKOWN,Purse Seine,Website,,2024 Tag Returns.csv,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,
498347,UNKNOWN,,,17-09-2024,UNKOWN,Purse Seine,Website,,2024 Tag Returns.csv,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,
500573,Scots Bay,,,17-09-2024,UNKOWN,Purse Seine,Website,,2024 Tag Returns.csv,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,
594122,Scots Bay,,,17-09-2024,UNKOWN,Purse Seine,Website,,2024 Tag Returns.csv,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,
590350,Scots Bay,,,17-09-2024,UNKOWN,Purse Seine,Website,,2024 Tag Returns.csv,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,
507864,UNKNOWN,,,17-09-2024,UNKOWN,Purse Seine,Website,,2024 Tag Returns.csv,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,
495950,UNKNOWN,,,17-09-2024,UNKOWN,Purse Seine,Website,,2024 Tag Returns.csv,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,
495668,Scots Bay,,,17-09-2024,UNKOWN,Purse Seine,Website,,2024 Tag Returns.csv,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,
561231,UNKNOWN,,,17-09-2024,UNKOWN,Purse Seine,Website,,2024 Tag Returns.csv,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,
564633,Scots Bay,,,17-09-2024,UNKOWN,Purse Seine,Website,,2024 Tag Returns.csv,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,
512790,Other,,,17-09-2024,UNKOWN,Purse Seine,Website,,2024 Tag Returns.csv,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,
561649,UNKNOWN,,,17-09-2024,UNKOWN,Purse Seine,Website,,2024 Tag Returns.csv,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,
559915,UNKNOWN,,,17-09-2024,UNKOWN,Purse Seine,Website,,2024 Tag Returns.csv,Tag returns from website or email 2025 Draw,2024-09-17 UNKOWN,
532292,German Bank,43 17.9,66 08.1,18-09-2023,Lady Melissa,Purse Seine,Comeau,132,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,18-09-2023 Lady Melissa,
522966,UNKNOWN,43 16.1,66 21.1,19-09-2022,Lady Melissa,Purse Seine,Comeau,115,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used LM as Comeau vessel that had the biggest catch on the day.
502414,UNKNOWN,43 16.1,66 21.1,19-09-2022,Lady Melissa,Purse Seine,Comeau,115,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used LM as Comeau vessel that had the biggest catch on the day.
528324,German Bank,43 17.44,66 07.34,19-09-2023,Lady Janice,Purse Seine,Comeau,58,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,19-09-2023 Lady Janice,
564740,UNKNOWN,43 16.1,66 21.1,19-09-2023,Lady Melissa,Purse Seine,Comeau,115,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used LM as Comeau vessel that had the biggest catch on the day.
532087,UNKNOWN,,,19-09-2023,Fundy Monarch,Purse Seine,Connors,189,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used FM as Connors vessel that had the biggest catch on the day. No lat and lons on length frequency sheet.
567880,Scots Bay,45 07,65 03,19-09-2024,Canada 100,Purse Seine,Connors,124,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,19-09-2024 Canada 100,
566792,Scots Bay,44 40.8,66 34.0,20-06-2024,Lady Melissa,Purse Seine,Comeaus,61,2024 Tag Returns.csv,Comeaus Tag returns 2024,20-06-2024 Lady Melissa,
564214,Scots Bay,45 11,65 54,20-08-2024,Fundy Monarch,Purse Seine,Connors,85,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,20-08-2024 Fundy Monarch,
567067,Scots Bay,45 11,65 54,20-08-2024,Fundy Monarch,Purse Seine,Connors,85,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,20-08-2024 Fundy Monarch,
574362,German Bank,43 17.44,66 07.34,21-09-2023,Lady Janice,Purse Seine,Comeau,,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,21-09-2023 Lady Janice,
567226,Scots Bay,44 04,65 04,22-08-2024,Brunswick Provider,Purse Seine,Connors,115,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,22-08-2024 Brunswick Provider,
563741,UNKNOWN,45.06,65.03,23-08-2023,Brunswick Provider,Purse Seine,Cape Breeze,134,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used BP as Connors vessel that had the biggest catch on the day.
567439,UNKNOWN,45.06,65.03,23-08-2023,Brunswick Provider,Purse Seine,Cape Breeze,134,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used BP as Connors vessel that had the biggest catch on the day.
577864,UNKNOWN,45.06,65.03,23-08-2023,Brunswick Provider,Purse Seine,Seacreast,134,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used BP as Connors vessel that had the biggest catch on the day.
498720,UNKNOWN,45.06,65.03,23-08-2023,Brunswick Provider,Purse Seine,Seacreast,134,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used BP as Connors vessel that had the biggest catch on the day.
563721,UNKNOWN,45.06,65.03,23-08-2023,Brunswick Provider,Purse Seine,Seacreast,134,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used BP as Connors vessel that had the biggest catch on the day.
563828,UNKNOWN,45.06,65.03,23-08-2023,Brunswick Provider,Purse Seine,Connors,134,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used BP as Connors vessel that had the biggest catch on the day.
563764,UNKNOWN,45.06,65.03,23-08-2023,Brunswick Provider,Purse Seine,Connors,134,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used BP as Connors vessel that had the biggest catch on the day.
563731,UNKNOWN,45.06,65.03,23-08-2023,Brunswick Provider,Purse Seine,Connors,134,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used BP as Connors vessel that had the biggest catch on the day.
563727,UNKNOWN,45.06,65.03,23-08-2023,Brunswick Provider,Purse Seine,Connors,134,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used BP as Connors vessel that had the biggest catch on the day.
563712,UNKNOWN,45.06,65.03,23-08-2023,Brunswick Provider,Purse Seine,Connors,134,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used BP as Connors vessel that had the biggest catch on the day.
563757,UNKNOWN,45.06,65.03,23-08-2023,Brunswick Provider,Purse Seine,Connors,134,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used BP as Connors vessel that had the biggest catch on the day.
563702,UNKNOWN,45.06,65.03,23-08-2023,Brunswick Provider,Purse Seine,Connors,134,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used BP as Connors vessel that had the biggest catch on the day.
578675,UNKNOWN,45.06,65.03,23-08-2023,Brunswick Provider,Purse Seine,Connors,134,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used BP as Connors vessel that had the biggest catch on the day.
567029,Scots Bay,45 09.90,64 58.71,24-09-2024,Canada 100,Purse Seine,Connors,91,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,24-09-2024 Canada 100,
564204,White Head,45 08,65 07,25-06-2024,Brunswick Provider,Purse Seine,Connors,69,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,25-06-2024 Brunswick Provider,
578578,UNKNOWN,45 09,64 50,25-09-2023,Canada 100,Purse Seine,Cape Breeze,132,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used C1 as Connors vessel that had the biggest catch.
567565,UNKNOWN,45 09,64 50,25-09-2023,Canada 100,Purse Seine,Cape Breeze,132,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used C1 as Connors vessel that had the biggest catch.
529179,Grand Manan,44 35,66 35.8,26-06-2024,LEROY & BARRY,Purse Seine,Scotia Gardens,60,2024 Tag Returns.csv,Herring Research Tags Collected Information (1).xlsx,26-06-2024 LEROY & BARRY,
533396,German Bank,45 08.3,65 02.9,26-09-2023,Lady Melissa,Purse Seine,Comeau,43,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,26-09-2023 Lady Melissa,
577781,Scots Bay,45 08,65 07,26-09-2024,Brunswick Provider,Purse Seine,Connors,70,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,26-09-2024 Brunswick Provider,
474385,Grand Manan,44 35.48,66 36.74,27-06-2024,MORNING STAR,Purse Seine,Scotia Gardens,55,2024 Tag Returns.csv,Herring Research Tags Collected Information (1).xlsx,27-06-2024 MORNING STAR,
603551,UNKNOWN,45 08,65 03,28-08-2023,Fundy Monarch,Purse Seine,Seacreast,107,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used FM as Connors vessel that had the biggest catch.
572673,UNKNOWN,45 08,65 03,28-08-2023,Fundy Monarch,Purse Seine,Seacreast,107,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used FM as Connors vessel that had the biggest catch.
532013,UNKNOWN,45 08,65 03,28-09-2023,Fundy Monarch,Purse Seine,RKM,107,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used FM as Connors vessel that had the biggest catch.
471466,UNKNOWN,43 14.25,66 19.26,29-08-2023,Lady Janice,Purse Seine,Comeau,50,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,29-08-2023 Lady Janice,
564145,UNKNOWN,43 14.25,66 19.26,29-08-2023,Lady Janice,Purse Seine,Comeau,50,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,29-08-2023 Lady Janice,
572482,UNKNOWN,45.11,65.03,29-08-2023,Canada 100,Purse Seine,Connors,82,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used C1 as Connors vessel that had the biggest catch.
471259,UNKNOWN,45.11,65.03,29-08-2023,Canada 100,Purse Seine,Connors,82,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used C1 as Connors vessel that had the biggest catch.
569218,UNKNOWN,45.11,65.03,29-08-2023,Canada 100,Purse Seine,Rkm,82,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used C1 as Connors vessel that had the biggest catch.
564016,UNKNOWN,45.11,65.03,29-08-2023,Canada 100,Purse Seine,Connors,82,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used C1 as Connors vessel that had the biggest catch.
528653,UNKNOWN,45.11,65.03,29-08-2023,Canada 100,Purse Seine,Connors,82,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used C1 as Connors vessel that had the biggest catch.
528707,UNKNOWN,45.11,65.03,29-08-2023,Canada 100,Purse Seine,Connors,82,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,,Used C1 as Connors vessel that had the biggest catch.
474896,Scots Bay,45 60,64 58,30-07-2024,Brunswick Provider,Purse Seine,Connors,56,2024 Tag Returns.csv,Connors Fish Tag Data 2024.xlsx,30-07-2024 Brunswick Provider,
