"Year","month","month_name","ground","monthly_mean_temperature","monthly_sd_temperature","monthly_se_temperature","monthly_mean_salinity","monthly_sd_salinity","monthly_se_salinity","monthly_mean_stratification","monthly_sd_stratification","monthly_se_stratification","n_casts","mean_latitude","mean_longitude","min_depth","max_depth"
2019,7,"July","Scots Bay",10.5505353514189,0.893355869507866,0.364711006502444,31.4765558428023,0.369895602847228,0.151009247512481,0.184551406833334,0.195092665598934,0.079646247212803,6,45.148794445,-65.153641665,5.225112702,30.06086688
2019,8,"August","German Bank",10.3579363200595,0.719844265991076,0.359922132995538,32.548824073881,0.361016001152082,0.180508000576041,0.38696860175,0.563464942134198,0.281732471067099,4,43.5042166675,-66.3523533325,5.225865028,30.02662194
2019,8,"August","Scots Bay",12.2241340876429,1.03569600240135,0.463177333078843,32.2858990553095,0.914023632656266,0.408763795132141,0.181358598,0.264358570238427,0.118224746697555,5,45.13778,-65.05923,5.225398435,30.06765392
2019,9,"September","German Bank",11.4945171512172,0.882806856434096,0.394803228397907,32.3407734829977,0.325092453645644,0.145385765064772,0.601975136000001,0.357494963230898,0.159876607879615,5,43.425807334,-66.358490666,5.226412591,30.0501655
2019,9,"September","Scots Bay",12.12391866125,0.345864988075685,0.172932494037843,32.3767883570833,0.142991354664231,0.0714956773321154,0.1201999475,0.134499552899075,0.0672497764495373,4,45.104555,-65.0793783325,5.224917786,30.05002121
2019,10,"October","German Bank",12.2483724103571,NA,NA,31.3945052265476,NA,NA,0.0566247299999993,NA,NA,1,43.28953333,-66.29406667,5.235583524,30.0657656
2020,6,"June","Scots Bay",8.37463454163378,0.620493056028646,0.234524330927752,31.2320230866388,0.527138330454322,0.199239561273132,0.230789527857143,0.163525505308348,0.0618068314374375,7,45.1483935714286,-65.1826169042857,5.224920718,30.02113937
2020,7,"July","Scots Bay",9.85302669462681,0.119860957423231,0.0847544957934785,32.9172200601139,0.878337257346508,0.62107823083851,1.2153511285,1.24146505288344,0.8778483575,2,45.0529,-65.21975,5.222797738,29.97323852
2020,8,"August","German Bank",13.5618627730952,NA,NA,32.7261027452381,NA,NA,2.57463679,NA,NA,1,43.57085,-66.4913,5.228548148,30.01481809
2020,8,"August","Scots Bay",12.2433718985119,0.129516385503485,0.0915819144642853,32.4914195854167,0.0867616763615742,0.0613497697023817,0.0817099399999996,0.0393971048520478,0.0278579600000004,2,45.0416,-65.2319,5.225160626,30.0072581
2020,9,"September","German Bank",12.4912027149762,0.752070280422368,0.434207978851372,32.2937817302004,0.885307601231813,0.511132581886809,1.97100421333333,0.107382845446551,0.0619975147249143,3,43.4370266666667,-66.3760133333333,5.2256071,30.04736226
2020,9,"September","Scots Bay",12.8381201670238,NA,NA,32.6454799294048,NA,NA,0.0813213800000003,NA,NA,1,45.0351,-65.225,5.225279412,30.0060543
2020,10,"October","German Bank",12.3878065281034,NA,NA,32.1717500806897,NA,NA,0.0578784799999994,NA,NA,1,43.303,-66.299,5.232887746,22.15905527
2021,6,"June","Scots Bay",8.83058820238095,1.2591755013581,0.890371535714286,31.7901825,0.134988199757327,0.0954510714285703,0.1892385,0.194511640475577,0.1375405,2,45.04585,-65.213172,5.225258,30.00674
2021,7,"July","Scots Bay",11.388118452381,NA,NA,32.3335951190476,NA,NA,0.074580000000001,NA,NA,1,45.0505,-65.2129,5.225254,30.00515
2021,8,"August","German Bank",11.7086592857143,NA,NA,32.8288328571429,NA,NA,3.02288,NA,NA,1,43.5763,-66.3637,5.227583,30.0031
2021,8,"August","Scots Bay",12.7289801587302,0.516985732828484,0.298481852015721,32.4912228174603,0.108219968654167,0.062480828034176,0.2984,0.282217762197917,0.162938500975061,3,45.0529333333333,-65.2178333333333,5.225846,30.00933
2021,9,"September","German Bank",11.6473755511464,0.206071686520019,0.145714686948854,32.9692877579365,0.41636330088368,0.294413313492065,0.6176,0.00855599205235613,0.00604999999999922,2,43.579,-66.36595,5.224375,29.99205
2021,9,"September","Scots Bay",13.1885961904762,NA,NA,32.7464373809524,NA,NA,0.0145799999999987,NA,NA,1,45.0581,-65.2164,5.2252,30.00558
2021,10,"October","German Bank",13.0000010714286,NA,NA,32.6106758333333,NA,NA,1.25231,NA,NA,1,43.5819,-66.3665,5.22987,30.0897
2022,6,"June","Scots Bay",9.51909540922619,0.778608869629686,0.550559611607143,30.8908859467262,1.29935484872686,0.918782624702381,0.168818794999999,0.14283952252659,0.101002795,2,45.063,-65.21145,5.225867,30.05312827
2022,7,"July","Scots Bay",12.0619882425595,1.12657418052587,0.796608242559524,30.1742127552976,0.123703761354297,0.0874717685119055,0.758854614999999,0.0832329947412464,0.0588546149999995,2,45.0537,-65.21405,5.234211,30.06571324
2022,8,"August","German Bank",12.8090356858333,1.36419379858676,0.964630685833334,31.1734918083929,0.0822353080683518,0.0581491439880963,2.339849315,0.291850284130645,0.206369315,2,43.5636,-66.360566665,5.2397074,30.08240988
2022,8,"August","Scots Bay",13.2466404711538,NA,NA,30.536777325641,NA,NA,1.14079436,NA,NA,1,45.0531,-65.2162,5.236005497,28.38791141
2022,9,"September","German Bank",12.5908000257143,0.252271013587836,0.178382544404762,30.9656971352381,0.140510588561005,0.0993559899999994,0.46627413,0.350122282216786,0.247573839999999,2,43.56415,-66.36345,5.232909856,30.048933
2022,9,"September","Scots Bay",13.5553996920238,0.42027593983066,0.297179967023809,30.9794442552381,0.0331509242408888,0.023441243333334,0.200091059999999,0.26879357553475,0.19006576,2,45.05365,-65.21345,5.232375848,30.05102737
2022,10,"October","German Bank",12.7723763707738,0.202214847186791,0.142987489702382,30.5868319998214,0.269101773665349,0.190283688988096,0.18677478,0.0959204773657888,0.06782602,2,43.5634,-66.36085,5.234207502,30.09306513
2023,6,"June","Scots Bay",8.82535276896429,NA,NA,31.4663088102381,NA,NA,0.0694133439999991,NA,NA,1,45.05111667,-65.20718,5.226356131,30.01248195
2023,7,"July","Scots Bay",11.4231220560714,1.13102960134439,0.799758700833333,31.689477405119,0.0453810244404668,0.0320892301190465,0.97287904,1.11406289822042,0.78776143,2,45.0533,-65.21515,5.227556017,30.02531432
2023,8,"August","German Bank",10.7463395606845,0.695581046256238,0.491850074672619,31.945288378869,0.0934361779824219,0.0660693550595237,3.4463289665,0.0954736332562325,0.0675100534999995,2,43.56685,-66.3599,5.229203661,30.01811243
2023,8,"August","Scots Bay",12.4234292997619,0.116389426165449,0.0822997525,31.8443198032143,0.101513110662186,0.071780608928572,0.126973280000001,0.024334358625617,0.0172069899999991,2,45.054,-65.2126,5.227954981,30.02342476
2023,9,"September","German Bank",11.0331451812187,0.578863552993504,0.334207028144863,31.9719637738932,0.288097021959068,0.166332893180798,1.25921843666667,0.294044112102001,0.169766447275715,3,43.5683333333333,-66.3588333333333,5.226831798,30.02775625
2023,9,"September","Scots Bay",12.1243502363095,0.117111751568154,0.0828105136904762,31.964404198869,0.0352998521376707,0.0249607648214294,0.249528980000001,0.0222336433736614,0.0157215599999994,2,45.0553,-65.20635,5.227895675,30.01880687
2023,10,"October","German Bank",12.7915623741071,1.72759917942039,1.22159709494048,31.1938563515476,0.42084940258841,0.297585466428572,1.32211362,1.00785951847913,0.7126643,2,43.5675,-66.3608,5.230313123,30.05939086
2023,10,"October","Scots Bay",12.228520524881,NA,NA,31.909053402619,NA,NA,0.071163610000001,NA,NA,1,45.0526,-65.2153,5.227610572,30.01918728
2024,6,"June","Scots Bay",8.37520345342857,0.415756755639229,0.240037274785714,31.5490589535714,0.0440348407190343,0.0254235271428567,0.0824426516666665,0.0258850478312064,0.0149447393333334,3,45.0524,-65.21495,5.225146453,30.01024615
2024,7,"July","Scots Bay",10.736022052619,0.851874830045937,0.602366469047619,31.714291455119,0.200505106678977,0.141778520595237,0.242519939999999,0.206568263643148,0.14606582,2,45.05315,-65.2142,5.227163614,30.01618548
2024,8,"August","German Bank",12.0996246453571,0.273330665923799,0.193273967380953,32.37481133875,0.0482208463384523,0.0340972874404741,4.41336226,0.775726346563336,0.54852136,2,43.5636,-66.36195,5.229656392,30.01710642
2024,8,"August","Scots Bay",12.0389838149405,0.226193575043108,0.15994301077381,32.1766466858333,0.207449822758628,0.146689176428573,0.806532440000001,1.01587158985326,0.71832969,2,45.0542,-65.2092,5.225923789,30.01687314
2024,9,"September","German Bank",13.4563175865476,0.546865881003518,0.386692572857143,31.7306788755357,0.885208888124624,0.625937207559526,1.26237912,1.2773291305231,0.90320809,2,43.62295,-66.3608,5.228820181,30.05100367
2024,9,"September","Scots Bay",12.7408962708929,0.19439220668888,0.137456047559524,32.358983277381,0.0854938866833765,0.0604533070238098,0.0329543699999997,0.0131198289237616,0.00927711999999925,2,45.0536,-65.20595,5.22616437,30.0123724
2024,10,"October","German Bank",11.4299065094048,NA,NA,32.1670401840476,NA,NA,0.647603589999999,NA,NA,1,43.5709,-66.3587,5.227054049,30.01375902
