"year","month","month_name","station_id","monthly_mean_temperature","monthly_sd_temperature","monthly_se_temperature","monthly_mean_salinity","monthly_sd_salinity","monthly_se_salinity","monthly_mean_stratification","monthly_sd_stratification","monthly_se_stratification","n_casts","mean_latitude","mean_longitude","min_depth","max_depth"
2020,7,"July","Prince-5",10.9793788469755,NA,NA,31.6992171360896,NA,NA,0.39639949798584,NA,NA,1,44.9306983947754,-66.8495025634766,5,30
2020,8,"August","Prince-5",11.8350154069754,NA,NA,32.0026005965013,NA,NA,0.478750228881836,NA,NA,1,44.9306983947754,-66.8495025634766,5,30
2020,9,"September","Prince-5",12.6300229659447,NA,NA,32.4785344050481,NA,NA,0.167950630187988,NA,NA,1,44.9306983947754,-66.8495025634766,5,30
2020,10,"October","Prince-5",12.0408691993127,NA,NA,32.7413156949557,NA,NA,0.0893001556396484,NA,NA,1,44.9306983947754,-66.8495025634766,5,30
2020,11,"November","Prince-5",10.5354404816261,NA,NA,32.6392348362849,NA,NA,0.0848007202148438,NA,NA,1,44.9306983947754,-66.8495025634766,5,30
2021,6,"June","Prince-5",9.10904519374554,0.00998517198397854,0.00706058282118516,31.6816788453322,0.00542343052985872,0.00383494450495725,0.74317455291748,0.0723024128582566,0.0511255264282227,2,44.9306983947754,-66.8495025634766,5,30
2021,7,"July","Prince-5",11.547306739367,0.0024545546477076,0.001735632236187,31.7678220455463,0.00327329284275007,0.00231456756591797,0.686574935913086,0.17278184840738,0.122175216674805,2,44.9306983947754,-66.8495025634766,5,30
2021,8,"August","Prince-5",13.134423164221,0.0109520855301238,0.00774429394648557,32.0607456060556,0.00117201956339094,0.000828742980957031,0.098325252532959,0.0334106497515559,0.0236248970031738,2,44.9306983947754,-66.8495025634766,5,30
2021,9,"September","Prince-5",13.0822731348184,0.0118168091789579,0.0083557459024286,32.5030213135939,0.00363287678598471,0.00256883181058498,0.427975654602051,0.038289568935177,0.0270748138427734,2,44.9306983947754,-66.8495025634766,5,30
2021,10,"October","Prince-5",13.133599959887,0.0138483650867486,0.009792272861187,32.6293441332304,0.00756568351423326,0.00534974611722561,0.108974933624268,0.0184198586732011,0.0130248069763184,2,44.9306983947754,-66.8495025634766,5,30
2021,11,"November","Prince-5",11.8864835959214,0.00274823388813277,0.00194329481858535,32.4499434691209,0.00580552737433084,0.00410512777475347,0.0516495704650879,0.0287090845064687,0.0203003883361816,2,44.9306983947754,-66.8495025634766,5,30
2022,6,"June","Prince-5",8.92373371124268,0.00745317088109963,0.00527018767136767,31.4761625803434,0.00141545976038987,0.00100088119506836,0.424624443054199,0.0103593581891897,0.00732517242431641,2,44.9306983947754,-66.8495025634766,5,30
2022,7,"July","Prince-5",10.78798358257,0.0154731844540188,0.0109411936539869,31.819543324984,0.00485334577277021,0.00343183370736888,0.223299503326416,0.000283901171569382,0.000200748443603516,2,44.9306983947754,-66.8495025634766,5,30
2022,8,"August","Prince-5",14.3708066206712,0.0942533734044826,0.0666471994840174,31.8616066345802,0.0303986933060965,0.021495122175951,1.5025749206543,0.0126926077227528,0.00897502899169922,2,44.9306983947754,-66.8495025634766,5,30
2022,9,"September","Prince-5",12.986376945789,0.00197169441464493,0.00139419849102307,32.5552886816171,0.00067196341613708,0.000475149888259807,0.267950057983398,0.0289916369788857,0.0205001831054688,2,44.9306983947754,-66.8495025634766,5,30
2022,10,"October","Prince-5",12.4256345308744,0.0148166013955243,0.0104769193209133,32.6627817153931,0.011176462383338,0.00790295234093463,0.0295000076293945,0.011242756133978,0.0079498291015625,2,44.9306983947754,-66.8495025634766,5,30
2023,6,"June","Prince-5",8.72883840707632,0.0278655769327633,0.0197039384108324,26.0237911756222,7.59422197532792,5.36992585659027,0.548474788665771,0.0385019890516719,0.0272250175476074,2,44.9331016540527,-66.8424987792969,5,30
2023,7,"July","Prince-5",10.3737181149996,0.0289275737691491,0.0204548835754395,31.2928062830216,0.010650711788127,0.00753119052984807,0.236899852752686,0.047164683707207,0.0333504676818848,2,44.9324989318848,-66.8451995849609,5,30
2023,8,"August","Prince-5",12.6853384421422,0.0336746576106282,0.0238115787506103,31.4048672456008,0.0120968976817696,0.00855379838209913,0.625200748443604,0.127773734644779,0.0903496742248535,2,44.9339981079102,-66.8443984985352,5,30
2023,9,"September","Prince-5",13.2597730893355,0.0229727298367419,0.0162441730499268,31.5496549239525,0.00714338506041441,0.0050511360168457,0.515875339508057,0.0404103983522452,0.0285744667053223,2,44.9360008239746,-66.8433990478516,5,30
2023,10,"October","Prince-5",12.2188701996436,0.00511151791435749,0.0036143889793987,31.6772912832407,0.0195989848436625,0.0138585750873261,0.0886006355285645,0.0714884729198142,0.0505499839782715,2,44.9353981018066,-66.8439025878906,5,30
