Tag_Num,returnedArea,returnedLat,returnedLon,returnedDate,ReturnedBoat,GearType,Company,Catch.t,dataorigin,originalDF,id,Comments
564012,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564016,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564043,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564047,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564052,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564083,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564111,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564331,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564335,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564348,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564373,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564374,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564379,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564384,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564407,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564408,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564410,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564441,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564451,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564458,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564474,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564478,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564481,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564494,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564500,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564513,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564550,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564553,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564555,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564571,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564575,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564578,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564579,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564595,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564597,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564605,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564611,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564630,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564632,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564635,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564647,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564651,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564659,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564706,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564710,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564722,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564744,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564747,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564748,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564763,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564778,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564780,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564785,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564809,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564813,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564814,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564826,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564838,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564879,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564895,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564904,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564941,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564943,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564951,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
564967,Scots Bay,,,2023-08-30,LADY MELISSA,Purse Seine,Comeau,74,2023TagReturns,Comeau Tag Retrievals 2023.xlsx,,Scots Bay (Area 8)
