Vessel,Transect.No.,Date.Time.Start,Date.Time.End,X,Y,Xend,Yend,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
MS,T01,2026-07-19T20:25:43Z,2026-07-20T00:36:22Z,-65.24005168,45.03428923,-64.69516423,45.21166487,53.090754191,Actual,6,SB,53.090754191,2026-07-19T20:25:43Z,2026-07-20T00:36:22Z,250.65,6.862153841786917,2026,2026-07-19
MS,T02,2026-07-20T01:06:08Z,2026-07-20T04:03:21Z,-64.76661788,45.26499015,-65.23309627,45.10753686,43.00110876,Actual,6,SB,43.00110876,2026-07-20T01:06:08Z,2026-07-20T04:03:21Z,177.21666666666667,7.861118710809594,2026,2026-07-20
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,6,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,6,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,6,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,6,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,6,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,6,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,6,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,6,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,6,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,6,SB,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,Actual,6,SB,NA,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-65.23333333,45.03636667,-64.68106667,45.21621667,NA,Plan,6,SB,47.77303993942598,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.04821212,-64.69415152,45.22489394,NA,Plan,6,SB,46.68537134700716,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-65.23333333,45.06005758,-64.70723636,45.23357121,NA,Plan,6,SB,45.59832628397128,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-65.23333333,45.07190303,-64.72032121,45.24224848,NA,Plan,6,SB,44.51192436774455,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-65.23333333,45.08374848,-64.73340606,45.25092576,NA,Plan,6,SB,43.426188387639,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.09559394,-64.74649091,45.25960303,NA,Plan,6,SB,42.34114122390342,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-65.23333333,45.10743939,-64.75957576,45.2682803,NA,Plan,6,SB,41.25681114109821,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-65.23333333,45.11928485,-64.77266061,45.27695758,NA,Plan,6,SB,40.17322734212023,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-65.23333333,45.1311303,-64.78574545,45.28563485,NA,Plan,6,SB,39.09042348079405,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-65.23333333,45.14297576,-64.7988303,45.29431212,NA,Plan,6,SB,38.00843428887037,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-65.23333333,45.15482121,-64.81191515,45.30298939,NA,Plan,6,SB,36.92730234515364,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-65.23333333,45.16666667,-64.825,45.31166667,NA,Plan,6,SB,35.84707290841503,NA,NA,NA,NA,NA,NA
