SampleID,Date,Time,SampleWt (gm),Final1Wt (gm),% Moisture,% Fat,
9365012,2010-01-02,2:07:00 PM,3.7017,0.9043,75.57,4.16,
9365013,2010-01-02,2:15:00 PM,4.2673,1.0206,76.08,3.87,
9365002,2010-01-02,11:23:00 AM,3.5759,0.8437,76.41,3.75,
9365001,2010-01-02,11:15:00 AM,3.3919,0.8095,76.13,3.62,
9365014,2010-01-02,2:23:00 PM,3.5937,0.8632,75.98,3.58,
9365011,2010-01-02,1:59:00 PM,3.6988,0.8871,76.02,3.5,
9365006R,2010-01-02,12:20:00 PM,3.9231,0.9347,76.17,3.48,
9365003,2010-01-02,11:31:00 AM,3.7591,0.8672,76.93,3.43,
9365005,2010-01-02,12:02:00 PM,3.7325,0.8786,76.46,3.41,
9365006,2010-01-02,12:11:00 PM,4.0052,0.9368,76.61,3.37,
9365009,2010-01-02,1:42:00 PM,3.3961,0.7991,76.47,3.01,
9365004,2010-01-02,11:46:00 AM,3.4028,0.7851,76.93,2.97,
9365003R,2010-01-02,11:38:00 AM,3.747,0.8766,76.61,2.95,
9365004R,2010-01-02,11:54:00 AM,3.4573,0.8031,76.77,2.93,
10004FRC1,2010-01-04,4:50:00 PM,4.203,1.1125,73.53,7.06,
FR10004A3,2010-01-04,8:46:00 AM,3.8824,1.0145,73.87,6.95,
FR10004A2,2010-01-04,8:38:00 AM,3.5877,0.914,74.52,5.51,
10004023,2010-01-04,7:58:00 PM,3.4471,0.8319,75.87,4.66,
FR10004B2,2010-01-04,11:53:00 AM,3.9558,0.968,75.53,4.6,
FR10004A1,2010-01-04,8:30:00 AM,3.4986,0.8639,75.31,4.56,
10004013,2010-01-04,6:11:00 PM,3.659,0.8787,75.99,4.41,
10004017,2010-01-04,6:36:00 PM,3.8013,0.8904,76.58,4.35,
10004027,2010-01-04,9:02:00 PM,3.8859,0.9165,76.41,4.27,
10004FRD3,2010-01-04,9:47:00 PM,4.3434,1.0165,76.6,4.25,
10004006,2010-01-04,3:34:00 PM,3.5904,0.8582,76.1,4.21,
10004FRD2R,2010-01-04,9:39:00 PM,3.364,0.7988,76.25,4.13,
10004012,2010-01-04,6:04:00 PM,4.0451,0.9583,76.31,4.06,
10004014,2010-01-04,8:31:00 PM,3.3944,0.8158,75.97,4.02,
10004019,2010-01-04,7:09:00 PM,3.4281,0.8027,76.59,4,
10004019R,2010-01-04,7:17:00 PM,3.1849,0.7515,76.4,3.98,
10004004,2010-01-04,3:10:00 PM,3.8524,0.9081,76.43,3.97,
1004001,2010-01-04,2:38:00 PM,3.5738,0.8601,75.93,3.91,
10004022,2010-01-04,7:50:00 PM,4.2599,1.0077,76.34,3.91,
10004FRD1,2010-01-04,9:21:00 PM,3.22,0.7572,76.48,3.91,
FR10004B3,2010-01-04,12:01:00 PM,3.3744,0.8069,76.09,3.88,
10004003,2010-01-04,3:02:00 PM,3.7363,0.8891,76.2,3.86,
10004FRD2,2010-01-04,9:29:00 PM,4.3174,1.0062,76.69,3.86,
10004009,2010-01-04,9:13:00 PM,3.5111,0.8522,75.73,3.84,
10004021,2010-01-04,7:42:00 PM,3.4524,0.8182,76.3,3.84,
10004007,2010-01-04,5:33:00 PM,3.5195,0.8333,76.32,3.84,
10004010,2010-01-04,5:41:00 PM,3.4016,0.8043,76.36,3.73,
10004005R,2010-01-04,3:27:00 PM,3.681,0.8669,76.45,3.72,
10004024R,2010-01-04,8:15:00 PM,3.8296,0.8937,76.66,3.66,
10004011,2010-01-04,5:48:00 PM,3.4483,0.8041,76.68,3.64,
10004024,2010-01-04,8:06:00 PM,3.9363,0.9162,76.72,3.64,
10004017R,2010-01-04,6:45:00 PM,3.7871,0.8881,76.55,3.62,
10004005,2010-01-04,3:18:00 PM,3.5245,0.828,76.51,3.59,
10004020,2010-01-04,7:26:00 PM,3.6415,0.8484,76.7,3.59,
10004015,2010-01-04,6:19:00 PM,3.3193,0.791,76.17,3.58,
10004011R,2010-01-04,5:56:00 PM,3.4317,0.7872,77.06,3.52,
10004FRD3R,2010-01-04,9:55:00 PM,4.0171,0.9454,76.47,3.49,
10004020R,2010-01-04,7:33:00 PM,3.943,0.9179,76.72,3.48,
10004016,2010-01-04,6:28:00 PM,3.5683,0.8417,76.41,3.41,
10004008,2010-01-04,8:53:00 PM,3.4552,0.8177,76.33,3.31,
10004018,2010-01-04,8:23:00 PM,3.8134,0.9017,76.35,3.29,
10004FRC2,2010-01-04,4:59:00 PM,4.2518,0.9738,77.1,3.29,
10004FRC2R,2010-01-04,5:08:00 PM,3.4477,0.7952,76.94,3.14,
10004002R,2010-01-04,2:54:00 PM,3.5082,0.8136,76.81,2.93,
10004002,2010-01-04,2:46:00 PM,3.3898,0.7738,77.17,2.93,
FR10004B1R,2010-01-04,11:45:00 AM,3.85,0.8687,77.44,2.76,
FR10004B1,2010-01-04,11:37:00 AM,3.4976,0.7885,77.46,2.62,
10004FRC3R,2010-01-04,5:25:00 PM,3.4072,0.7621,77.63,2.38,
10004FRC3,2010-01-04,5:16:00 PM,4.3403,0.9762,77.51,2.26,
10004064,2010-01-05,1:27:00 PM,3.9582,0.9283,76.55,4.42,
10004033R,2010-01-05,10:19:00 AM,3.892,0.8803,77.38,4.3,
10004030,2010-01-05,9:30:00 AM,4.138,0.9794,76.33,4.18,
10004057,2010-01-05,11:53:00 AM,3.6854,0.8878,75.91,4.13,
10004026,2010-01-05,9:03:00 AM,3.892,0.9549,75.46,4.04,
10004063,2010-01-05,1:04:00 PM,3.6646,0.8743,76.14,4.01,
10004056,2010-01-05,11:44:00 AM,4.231,1.0029,76.3,3.99,
10004065,2010-01-05,1:43:00 PM,4.3109,1.0262,76.2,3.98,
10004029,2010-01-05,9:22:00 AM,4.1651,1.0112,75.72,3.9,
10004034,2010-01-05,10:27:00 AM,4.0424,0.9662,76.1,3.85,
10004028,2010-01-05,9:14:00 AM,4.3368,1.0264,76.33,3.85,
10004066,2010-01-05,3:08:00 PM,3.5683,0.8432,76.37,3.79,
10004032,2010-01-05,10:03:00 AM,3.8914,0.9268,76.18,3.73,
10004031R,2010-01-05,9:55:00 AM,3.9776,0.933,76.54,3.71,
10004035,2010-01-05,10:35:00 AM,3.6736,0.8268,77.49,3.71,
10004064R,2010-01-05,1:35:00 PM,3.5706,0.84,76.47,3.68,
10004059,2010-01-05,11:29:00 AM,3.2007,0.7397,76.89,3.68,
10004058,2010-01-05,12:01:00 PM,4.3706,1.0088,76.92,3.67,
10004060R,2010-01-05,12:25:00 PM,3.8972,0.9074,76.72,3.65,
10004031,2010-01-05,9:47:00 AM,4.0386,0.936,76.82,3.58,
10004059R,2010-01-05,11:37:00 AM,3.6597,0.8459,76.89,3.56,
10004058R,2010-01-05,12:09:00 PM,3.6842,0.8522,76.87,3.55,
10004025,2010-01-05,8:46:00 AM,3.3774,0.7814,76.86,3.54,
10004062R,2010-01-05,12:56:00 PM,3.5772,0.8277,76.86,3.49,
10004060,2010-01-05,12:17:00 PM,3.3912,0.7807,76.98,3.48,
10004062,2010-01-05,12:48:00 PM,3.4349,0.8017,76.66,3.46,
10004035R,2010-01-05,10:43:00 AM,3.5756,0.8191,77.09,3.45,
10004025R,2010-01-05,8:55:00 AM,3.4349,0.8,76.71,3.44,
10004061R,2010-01-05,12:41:00 PM,4.4697,1.0238,77.09,3.4,
10004061,2010-01-05,12:33:00 PM,3.2965,0.7482,77.3,3.34,
10004055R,2010-01-05,11:21:00 AM,3.4132,0.7872,76.94,3.33,
10004033,2010-01-05,10:11:00 AM,3.6852,0.8466,77.03,3.29,
10004050,2010-01-05,10:50:00 AM,3.4405,0.7845,77.2,3.07,
10004053,2010-01-05,1:12:00 PM,3.5548,0.81,77.21,3.05,
10004050R,2010-01-05,11:06:00 AM,3.4002,0.7698,77.36,3.04,
10004055,2010-01-05,11:14:00 AM,3.545,0.7987,77.47,3.04,
10004053R,2010-01-05,1:19:00 PM,3.8117,0.8627,77.37,3,
10005052,2010-01-06,4:46:00 PM,4.1644,1.0388,75.06,7.69,
10006005,2010-01-06,5:44:00 PM,3.7016,0.8804,76.22,7.36,
10005051,2010-01-06,4:38:00 PM,4.2416,1.0411,75.46,7.15,
10006006,2010-01-06,5:53:00 PM,4.3729,1.0869,75.14,5.68,
10006002,2010-01-06,5:20:00 PM,3.6139,0.8698,75.93,5.59,
10006003,2010-01-06,5:28:00 PM,3.5562,0.8461,76.21,5.2,
10006004,2010-01-06,5:36:00 PM,3.9982,0.943,76.41,5.19,
10005047,2010-01-06,4:01:00 PM,3.2722,0.804,75.43,4.78,
10004043,2010-01-06,9:32:00 AM,3.1186,0.7455,76.1,4.66,
10004068,2010-01-06,12:30:00 PM,3.4647,0.8601,75.18,4.63,
10005045,2010-01-06,3:45:00 PM,3.513,0.8417,76.04,4.63,
10005046,2010-01-06,3:53:00 PM,3.6142,0.8777,75.72,4.41,
10005053,2010-01-06,4:55:00 PM,4.0713,0.9818,75.88,4.4,
10005050,2010-01-06,4:28:00 PM,3.7259,0.8975,75.91,4.29,
10005003,2010-01-06,3:11:00 PM,3.6891,0.8891,75.9,4.25,
10004036,2010-01-06,8:46:00 AM,3.6245,0.8773,75.8,4.19,
10005049,2010-01-06,4:21:00 PM,4.0062,0.9545,76.17,4.19,
10004040,2010-01-06,9:10:00 AM,3.6593,0.8806,75.94,4.18,
FR10005A3,2010-01-06,8:38:00 AM,3.8849,0.9342,75.95,4.15,
10005001,2010-01-06,2:55:00 PM,3.6708,0.8757,76.14,4.1,
10004073,2010-01-06,2:14:00 PM,3.4784,0.8559,75.39,4.07,
10004041,2010-01-06,9:18:00 AM,4.0247,0.9569,76.22,4.02,
10004071,2010-01-06,12:53:00 PM,3.5352,0.8505,75.94,4,
10005002,2010-01-06,3:02:00 PM,3.2313,0.778,75.92,3.98,
10005044,2010-01-06,3:37:00 PM,3.732,0.8859,76.26,3.93,
10004038,2010-01-06,8:53:00 AM,3.6514,0.8643,76.33,3.9,
FR10005A2,2010-01-06,8:30:00 AM,4.2129,1.0324,75.49,3.87,
10005048,2010-01-06,4:09:00 PM,4.057,0.9713,76.06,3.85,
10004048R,2010-01-06,11:03:00 AM,3.7132,0.8635,76.75,3.8,
10004047,2010-01-06,10:41:00 AM,4.0799,0.9388,76.99,3.77,
10004076,2010-01-06,2:48:00 PM,3.5738,0.8722,75.59,3.72,
10004045,2010-01-06,10:11:00 AM,3.3379,0.7711,76.9,3.72,
10004048,2010-01-06,10:55:00 AM,3.6384,0.8483,76.68,3.69,
10006007,2010-01-06,6:01:00 PM,4.3439,1.0385,76.09,3.68,
10004067R,2010-01-06,12:23:00 PM,3.9299,0.9253,76.45,3.68,
10004069,2010-01-06,12:38:00 PM,4.0053,0.9543,76.17,3.65,
10004074,2010-01-06,2:22:00 PM,4.056,0.9541,76.48,3.65,
10006001,2010-01-06,5:04:00 PM,4.1112,0.8938,78.26,3.64,
FR10005A1,2010-01-06,8:22:00 AM,3.1785,0.7831,75.36,3.63,
10005004P,2010-01-06,3:19:00 PM,3.6222,0.8678,76.04,3.63,
10005005,2010-01-06,3:28:00 PM,3.7235,0.8932,76.01,3.61,
10004045R,2010-01-06,10:18:00 AM,3.6146,0.847,76.57,3.61,
10004044R,2010-01-06,9:49:00 AM,3.6931,0.8618,76.66,3.57,
10004067,2010-01-06,12:15:00 PM,3.5393,0.8289,76.58,3.51,
10006001R,2010-01-06,5:12:00 PM,3.9039,0.9155,76.55,3.49,
10004044,2010-01-06,9:42:00 AM,4.2788,1.0013,76.6,3.48,
10004047R,2010-01-06,10:48:00 AM,3.5114,0.8023,77.15,3.48,
10004072,2010-01-06,2:07:00 PM,3.5064,0.827,76.41,3.46,
10004049R,2010-01-06,11:19:00 AM,3.493,0.8172,76.6,3.46,
10004070,2010-01-06,12:45:00 PM,3.456,0.814,76.45,3.45,
10004054R,2010-01-06,12:07:00 PM,3.927,0.9062,76.92,3.39,
10004049,2010-01-06,11:11:00 AM,3.9162,0.8958,77.13,3.32,
10004054,2010-01-06,11:59:00 AM,4.4664,1.0275,77,3.3,
10004039,2010-01-06,9:02:00 AM,4.0738,0.9704,76.18,3.28,
10004052R,2010-01-06,11:51:00 AM,3.3314,0.7727,76.81,3.23,
10004051,2010-01-06,11:26:00 AM,3.3721,0.7698,77.17,3.22,
10004052,2010-01-06,11:43:00 AM,4.056,0.9371,76.9,3.21,
10004075,2010-01-06,2:30:00 PM,3.7013,0.866,76.6,3.17,
10004042,2010-01-06,9:25:00 AM,3.5491,0.8349,76.48,3.15,
10004051R,2010-01-06,11:35:00 AM,3.4532,0.7935,77.02,3.14,
10004075R,2010-01-06,2:39:00 PM,3.5573,0.8365,76.49,3.08,
10004046,2010-01-06,10:25:00 AM,3.2308,0.7372,77.18,2.69,
10004046R,2010-01-06,10:33:00 AM,3.6343,0.8044,77.87,2.62,
10006009,2010-01-07,10:01:00 AM,4.234,1.0404,75.43,4.5,
10006010P,2010-01-07,10:10:00 AM,3.6834,0.8978,75.63,4.38,
10006008,2010-01-07,9:51:00 AM,3.6889,0.8892,75.9,4.04,
FR10007B3,2010-01-07,9:42:00 AM,3.8934,0.9158,76.48,3.09,
FR10007B2R,2010-01-07,9:34:00 AM,3.8608,0.892,76.9,3.05,
FR10007B2,2010-01-07,9:25:00 AM,3.6487,0.8361,77.08,3.03,
FR10007B1R,2010-01-07,9:16:00 AM,3.5701,0.8241,76.92,3.01,
FR10007B1,2010-01-07,9:05:00 AM,3.9012,0.9048,76.81,2.94,
FR10007A2R,2010-01-07,8:42:00 AM,3.5355,0.8536,75.86,2.69,
FR10007A2,2010-01-07,8:34:00 AM,3.461,0.7795,77.48,2.51,
FR10007A3R,2010-01-07,8:57:00 AM,3.1956,0.7163,77.58,2.43,
FR10007A3,2010-01-07,8:49:00 AM,3.4029,0.7703,77.36,2.34,
FR10007A1R,2010-01-07,8:26:00 AM,3.2773,0.7447,77.28,2.17,
FR10007A1,2010-01-07,8:19:00 AM,3.3319,0.7587,77.23,2.16,
10007046,2010-01-08,5:02:00 PM,3.2611,0.7779,76.15,5.27,
10007048,2010-01-08,5:10:00 PM,4.1287,1.0304,75.04,4.88,
10007043,2010-01-08,4:48:00 PM,3.5736,0.8659,75.77,4.65,
10007021,2010-01-08,3:00:00 PM,3.8721,0.914,76.4,4.55,
10007041,2010-01-08,4:32:00 PM,3.3755,0.814,75.88,4.53,
10007050,2010-01-08,5:18:00 PM,3.4643,0.8416,75.71,4.43,
10007036,2010-01-08,4:09:00 PM,3.7476,0.8828,76.44,4.37,
FR10008A3,2010-01-08,9:45:00 AM,3.6935,0.8901,75.9,4.35,
10007020,2010-01-08,2:52:00 PM,3.9391,0.938,76.19,4.21,
10007019,2010-01-08,1:44:00 PM,3.2773,0.7818,76.14,4.14,
10007035,2010-01-08,4:02:00 PM,3.7125,0.8737,76.47,4.13,
10007026,2010-01-08,3:47:00 PM,4.3125,1.026,76.21,4.04,
10007006,2010-01-08,10:40:00 AM,3.8377,0.9196,76.04,4.02,
10007042,2010-01-08,4:41:00 PM,3.4696,0.837,75.88,3.94,
10007024,2010-01-08,3:31:00 PM,3.8117,0.9005,76.38,3.94,
10007023,2010-01-08,3:23:00 PM,4.0115,0.9479,76.37,3.9,
10007007,2010-01-08,10:47:00 AM,3.8659,0.9201,76.2,3.89,
10007045,2010-01-08,4:55:00 PM,3.294,0.7846,76.18,3.88,
FR100080A1,2010-01-08,9:20:00 AM,3.5406,0.8332,76.47,3.84,
10007005,2010-01-08,10:31:00 AM,3.9519,0.9392,76.23,3.82,
10007016,2010-01-08,1:06:00 PM,3.6114,0.859,76.21,3.75,
10007001,2010-01-08,9:53:00 AM,3.2332,0.7639,76.37,3.71,
10007038,2010-01-08,4:17:00 PM,3.8936,0.9199,76.37,3.69,
10007025,2010-01-08,3:38:00 PM,3.7377,0.8784,76.5,3.67,
10007034,2010-01-08,3:54:00 PM,3.6361,0.8608,76.33,3.63,
10007022,2010-01-08,3:08:00 PM,3.6424,0.849,76.69,3.62,
10007013,2010-01-08,12:18:00 PM,3.3748,0.7862,76.7,3.62,
10007039,2010-01-08,4:25:00 PM,3.5272,0.8313,76.43,3.6,
10007011,2010-01-08,11:47:00 AM,3.7498,0.8681,76.85,3.52,
10007008,2010-01-08,10:55:00 AM,4.0904,0.9663,76.38,3.47,
10007022R,2010-01-08,3:15:00 PM,3.4127,0.803,76.47,3.45,
10007002,2010-01-08,9:59:00 AM,3.588,0.8403,76.58,3.43,
10007010,2010-01-08,11:20:00 AM,3.6666,0.8678,76.33,3.4,
10007014R,2010-01-08,12:42:00 PM,3.865,0.9105,76.44,3.4,
FR10008A2,2010-01-08,9:28:00 AM,3.3714,0.781,76.83,3.4,
10007013R,2010-01-08,12:26:00 PM,3.9733,0.9204,76.84,3.39,
10007014,2010-01-08,12:34:00 PM,4.3748,1.0169,76.76,3.36,
10007011R,2010-01-08,11:55:00 AM,3.6912,0.8552,76.83,3.33,
10007018,2010-01-08,1:30:00 PM,3.3895,0.7765,77.09,3.31,
10007012R,2010-01-08,12:10:00 PM,3.4153,0.7877,76.94,3.3,
10007017R,2010-01-08,1:22:00 PM,3.7046,0.8931,75.89,3.28,
FR10008A2R,2010-01-08,9:37:00 AM,3.305,0.7933,76,3.28,
10007018R,2010-01-08,1:37:00 PM,3.5913,0.8233,77.08,3.27,
10007002R,2010-01-08,10:07:00 AM,4.3558,1.0136,76.73,3.25,
10007012,2010-01-08,12:03:00 PM,3.3002,0.7541,77.15,3.23,
10007004,2010-01-08,10:23:00 AM,4.4438,1.0457,76.47,3.2,
10007017,2010-01-08,1:14:00 PM,4.2249,0.9815,76.77,3.18,
10007003,2010-01-08,10:15:00 AM,4.4042,1.0451,76.27,3.16,
10007015,2010-01-08,12:50:00 PM,4.0126,0.9359,76.68,3.13,
10007015R,2010-01-08,12:58:00 PM,4.0822,0.9466,76.81,3.09,
10007009,2010-01-08,11:03:00 AM,4.2234,0.9921,76.51,2.91,
10007009R,2010-01-08,11:12:00 AM,3.7008,0.8586,76.8,2.9,
FR10008C2,2010-01-09,8:03:00 AM,4.2253,1.0401,75.38,4.51,
10008007,2010-01-09,10:16:00 AM,3.8405,0.9407,75.51,4.28,
10008013,2010-01-09,11:19:00 AM,4.0993,0.9877,75.91,4.26,
10008016,2010-01-09,11:51:00 AM,3.8474,0.9129,76.27,4.02,
10008015,2010-01-09,11:43:00 AM,4.3619,1.0356,76.26,3.89,
10008019,2010-01-09,12:14:00 PM,3.9895,0.9583,75.98,3.88,
10008011R,2010-01-09,10:55:00 AM,3.9393,0.9382,76.18,3.88,
10007071,2010-01-09,8:35:00 AM,3.3059,0.7903,76.09,3.85,
10008004R,2010-01-09,9:35:00 AM,3.5359,0.8305,76.51,3.76,
10008017R,2010-01-09,12:07:00 PM,3.9819,0.9312,76.61,3.75,
10008014R,2010-01-09,11:35:00 AM,3.503,0.8438,75.91,3.7,
10008010,2010-01-09,10:39:00 AM,3.6558,0.8836,75.83,3.65,
10008004,2010-01-09,9:27:00 AM,3.6936,0.8611,76.69,3.65,
10008011,2010-01-09,10:46:00 AM,3.215,0.7555,76.5,3.61,
10008014,2010-01-09,11:28:00 AM,3.9221,0.921,76.52,3.6,
FR10008B2,2010-01-09,7:22:00 AM,3.3187,0.8085,75.64,3.52,
10008003,2010-01-09,9:19:00 AM,3.9936,0.9514,76.18,3.42,
10008006,2010-01-09,9:58:00 AM,3.6467,0.8535,76.6,3.39,
10008008,2010-01-09,10:23:00 AM,3.1786,0.7342,76.9,3.38,
10007070,2010-01-09,8:27:00 AM,3.9913,0.9424,76.39,3.37,
10008001,2010-01-09,8:43:00 AM,3.9063,0.9125,76.64,3.37,
10008012R,2010-01-09,11:12:00 AM,3.5896,0.8375,76.67,3.36,
10008017,2010-01-09,11:59:00 AM,3.9727,0.9228,76.77,3.32,
10008005,2010-01-09,9:43:00 AM,4.1521,0.9718,76.6,3.28,
10008063,2010-01-09,12:21:00 PM,3.8391,0.8904,76.81,3.28,
10008063R,2010-01-09,12:29:00 PM,3.9086,0.9127,76.65,3.27,
10008001R,2010-01-09,8:52:00 AM,3.9783,0.9375,76.43,3.26,
10008006R,2010-01-09,10:08:00 AM,3.7085,0.8665,76.63,3.26,
10008005R,2010-01-09,9:51:00 AM,4.4162,1.0298,76.68,3.23,
10008002R,2010-01-09,9:11:00 AM,3.218,0.7504,76.68,3.21,
10008002,2010-01-09,9:04:00 AM,4.1063,0.9376,77.17,3.18,
10008012,2010-01-09,11:03:00 AM,4.0953,0.9552,76.68,3.13,
10008008R,2010-01-09,10:31:00 AM,3.6614,0.8456,76.91,2.98,
FR10008B1R,2010-01-09,7:14:00 AM,3.9945,0.9486,76.25,2.95,
FR10008B1,2010-01-09,7:06:00 AM,3.2086,0.7385,76.98,2.8,
FR10008B3,2010-01-09,7:30:00 AM,3.8874,0.9222,76.28,2.41,
FR10008C3R,2010-01-09,8:19:00 AM,4.2848,0.9571,77.66,2.41,
FR10008B3R,2010-01-09,7:38:00 AM,3.7179,0.8704,76.59,2.37,
FR10008C3,2010-01-09,8:11:00 AM,4.3102,0.9758,77.36,2.03,
FR10008C1,2010-01-09,7:46:00 AM,3.7065,0.8231,77.79,1.41,
FR10008C1R,2010-01-09,7:54:00 AM,3.8109,0.8575,77.5,1.39,
10009001,2010-01-10,11:09:00 AM,3.267,0.7592,76.76,8.3,
10008077,2010-01-10,10:41:00 AM,3.3596,0.8108,75.87,6.47,
10008064R,2010-01-10,7:47:00 AM,3.2963,0.781,76.31,5.71,
10008069,2010-01-10,8:57:00 AM,3.7946,0.9029,76.21,5.5,
10008071,2010-01-10,9:18:00 AM,3.1271,0.7446,76.19,5.33,
10009009,2010-01-10,1:52:00 PM,3.7564,0.8708,76.82,5.21,
10009009R,2010-01-10,1:59:00 PM,3.9402,0.9369,76.22,5.16,
10009011,2010-01-10,2:22:00 PM,4.2501,1.0048,76.36,5.04,
10008066,2010-01-10,8:10:00 AM,4.1551,0.9752,76.53,4.54,
10009006,2010-01-10,1:21:00 PM,3.1426,0.7603,75.81,4.41,
10008074,2010-01-10,9:49:00 AM,3.4152,0.7732,77.36,4.27,
10009008,2010-01-10,1:44:00 PM,4.1199,0.9871,76.04,4.24,
10008065,2010-01-10,7:55:00 AM,4.4724,1.0386,76.78,4.14,
10008068,2010-01-10,8:41:00 AM,3.8511,0.899,76.66,4.13,
10008073R,2010-01-10,9:42:00 AM,3.2633,0.7933,75.69,4.1,
10009017,2010-01-10,3:47:00 PM,3.9112,0.9407,75.95,4.02,
10008073,2010-01-10,9:34:00 AM,3.8687,0.9051,76.6,4.01,
10009014,2010-01-10,2:58:00 PM,3.5792,0.8312,76.78,4.01,
10008075,2010-01-10,10:24:00 AM,3.6241,0.8817,75.67,3.87,
10009001R,2010-01-10,11:16:00 AM,3.445,0.8021,76.72,3.87,
10009005,2010-01-10,12:13:00 PM,4.2006,1.0157,75.82,3.77,
10008065R,2010-01-10,8:02:00 AM,3.5153,0.8216,76.63,3.73,
10009007R,2010-01-10,1:37:00 PM,3.7971,0.9029,76.22,3.72,
10009016,2010-01-10,3:24:00 PM,3.9977,0.9414,76.45,3.71,
10009003,2010-01-10,11:41:00 AM,3.2979,0.7728,76.57,3.67,
10009013R,2010-01-10,2:51:00 PM,4.5284,1.0669,76.44,3.61,
10008068R,2010-01-10,8:49:00 AM,3.4093,0.7996,76.55,3.61,
10008072,2010-01-10,9:26:00 AM,4.1186,0.9825,76.14,3.54,
10009004,2010-01-10,11:56:00 AM,3.6403,0.8433,76.83,3.54,
10008070R,2010-01-10,9:12:00 AM,3.1302,0.7445,76.22,3.53,
10008066R,2010-01-10,8:19:00 AM,4.0596,0.9585,76.39,3.53,
10009003R,2010-01-10,11:48:00 AM,3.7779,0.8839,76.6,3.49,
10009012,2010-01-10,2:29:00 PM,3.5023,0.8139,76.76,3.49,
10009007,2010-01-10,1:29:00 PM,3.7558,0.878,76.62,3.48,
10009004R,2010-01-10,12:05:00 PM,4.2014,0.9662,77,3.48,
10008070,2010-01-10,9:04:00 AM,4.1053,0.9577,76.67,3.45,
10009014R,2010-01-10,3:06:00 PM,3.6502,0.8613,76.4,3.4,
10009013,2010-01-10,2:44:00 PM,3.438,0.8053,76.58,3.38,
10009012R,2010-01-10,2:37:00 PM,4.0261,0.9375,76.71,3.31,
10009010,2010-01-10,2:06:00 PM,3.7013,0.8568,76.85,3.29,
10008064,2010-01-10,7:39:00 AM,3.2106,0.7313,77.22,3.25,
10008076,2010-01-10,10:33:00 AM,4.3443,1.0245,76.42,3.23,
10008074R,2010-01-10,10:16:00 AM,3.2615,0.7557,76.83,3.22,
10009002R,2010-01-10,11:33:00 AM,4.1537,0.9558,76.99,3.2,
10009015,2010-01-10,3:14:00 PM,3.7673,0.8853,76.5,3.18,
10009002,2010-01-10,11:25:00 AM,3.4486,0.7664,77.78,3.18,
10009010R,2010-01-10,2:14:00 PM,3.6557,0.8535,76.65,3.14,
10008078,2010-01-10,10:48:00 AM,3.3739,0.7978,76.35,3.12,
10008067R,2010-01-10,8:34:00 AM,3.536,0.8163,76.91,2.83,
10008067,2010-01-10,8:27:00 AM,3.7894,0.8561,77.41,2.82,
FR10013A1,2010-01-14,9:22:00 AM,4.4152,1.1482,73.99,6.35,
FR10014B3,2010-01-14,10:10:00 AM,3.7173,0.9463,74.54,6.08,
FR10014B1,2010-01-14,9:54:00 AM,3.3778,0.8204,75.71,4.23,
10013044,2010-01-14,12:18:00 PM,3.7447,0.8837,76.4,4,
FR10014B2,2010-01-14,10:02:00 AM,3.1501,0.7495,76.21,3.65,
10013036,2010-01-14,10:32:00 AM,3.7148,0.8767,76.4,3.6,
10013045R,2010-01-14,12:33:00 PM,3.8492,0.8961,76.72,3.59,
10013040,2010-01-14,11:18:00 AM,3.6128,0.8427,76.67,3.38,
FR10013A3,2010-01-14,9:47:00 AM,3.9994,1.0193,74.51,3.33,
10013037,2010-01-14,10:17:00 AM,3.4925,0.7921,77.32,3.33,
10013045,2010-01-14,12:25:00 PM,3.405,0.7994,76.52,3.25,
10013040R,2010-01-14,11:26:00 AM,4.2933,1.0066,76.55,3.2,
10013049,2010-01-14,1:10:00 PM,3.4649,0.8082,76.67,3.18,
10013049R,2010-01-14,1:18:00 PM,3.7488,0.8702,76.79,3.11,
10013050R,2010-01-14,1:34:00 PM,3.7618,0.8617,77.09,3.06,
10013041,2010-01-14,11:33:00 AM,4.3807,0.9894,77.41,3.03,
10013050,2010-01-14,1:26:00 PM,3.8289,0.8928,76.68,2.99,
10013046,2010-01-14,12:41:00 PM,4.0044,0.9319,76.73,2.97,
10013038,2010-01-14,10:40:00 AM,4.2275,0.9779,76.87,2.93,
10013043,2010-01-14,12:03:00 PM,4.3196,0.9886,77.11,2.84,
10013043R,2010-01-14,12:11:00 PM,3.667,0.837,77.17,2.84,
10013037R,2010-01-14,10:25:00 AM,4.0521,0.9169,77.37,2.82,
10013046R,2010-01-14,12:48:00 PM,3.8824,0.8937,76.98,2.75,
10013038R,2010-01-14,10:56:00 AM,3.5588,0.8422,76.33,2.72,
10013041R,2010-01-14,11:40:00 AM,3.6825,0.8328,77.39,2.65,
10013042,2010-01-14,11:48:00 AM,3.8897,0.8943,77.01,2.62,
10013039R,2010-01-14,11:11:00 AM,3.6894,0.8348,77.37,2.59,
10013042R,2010-01-14,11:55:00 AM,3.4633,0.7925,77.12,2.58,
10013039,2010-01-14,11:03:00 AM,3.7465,0.8561,77.15,2.53,
10013048,2010-01-14,12:56:00 PM,4.236,0.9646,77.23,2.48,
FR10013A2R,2010-01-14,9:38:00 AM,3.6597,0.8415,77.01,2.46,
10013048R,2010-01-14,1:03:00 PM,3.486,0.8024,76.98,2.41,
FR10013A2,2010-01-14,9:31:00 AM,4.2564,0.9419,77.87,2.23,
