Vessel,Transect.No.,Date.Time.Start,Date.Time.End,X,Y,Xend,Yend,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
TM,T01,2026-09-06T19:45:55Z,2026-09-06T22:13:13Z,-66.425595,43.56741833,-66.42319023,43.23232356,37.432160434,Actual,3,GB,37.432160434,2026-09-06T19:45:55Z,2026-09-06T22:13:13Z,147.3,8.232872905411467,2026,2026-09-06
TM,T02,2026-09-06T22:38:44Z,2026-09-07T01:18:56Z,-66.33074614,43.23143582,-66.32955826,43.56650538,37.31474791,Actual,3,GB,37.31474791,2026-09-06T22:38:44Z,2026-09-07T01:18:56Z,160.2,7.546181812044778,2026,2026-09-06
TM,T03,2026-09-07T01:44:26Z,2026-09-07T04:05:41Z,-66.23663119,43.56607246,-66.23648296,43.23580491,36.75748147,Actual,3,GB,36.75748147,2026-09-07T01:44:26Z,2026-09-07T04:05:41Z,141.25,8.430756670282571,2026,2026-09-07
BP,T04,2026-09-07T04:05:13Z,2026-09-07T05:32:46Z,-66.17957194,43.2500511,-66.1822052,43.50000246,27.8080858,Actual,3,GB,27.8080858,2026-09-07T04:05:13Z,2026-09-07T05:32:46Z,87.55,10.290209309246526,2026,2026-09-07
FM,T04,2026-09-07T05:32:41Z,2026-09-07T06:59:34Z,-66.17109865,43.24948775,-66.16980167,43.45972307,24.0046404,Actual,3,GB,24.0046404,2026-09-07T05:32:41Z,2026-09-07T06:59:34Z,86.88333333333334,8.950926567261844,2026,2026-09-07
LB,T04,2026-09-07T04:19:30Z,2026-09-07T06:04:03Z,-66.19387908,43.24701259,-66.1937935,43.50496366,29.2838975,Actual,3,GB,29.2838975,2026-09-07T04:19:30Z,2026-09-07T06:04:03Z,104.55,9.074320311876297,2026,2026-09-07
LJ,T04,2026-09-07T04:17:15Z,2026-09-07T06:07:26Z,-66.12545104,43.24765222,-66.1250554,43.50236189,28.3347114,Actual,3,GB,28.3347114,2026-09-07T04:17:15Z,2026-09-07T06:07:26Z,110.18333333333334,8.331288066521859,2026,2026-09-07
LM,T04,2026-09-07T04:26:02Z,2026-09-07T06:17:29Z,-66.15504871,43.24746225,-66.15165857,43.50043647,28.6553499,Actual,3,GB,28.6553499,2026-09-07T04:26:02Z,2026-09-07T06:17:29Z,111.44999999999999,8.329806392943922,2026,2026-09-07
MS,T04,2026-09-07T05:26:09Z,2026-09-07T07:03:24Z,-66.2064745,43.24900745,-66.20850063,43.50299125,29.1644651,Actual,3,GB,29.1644651,2026-09-07T05:26:09Z,2026-09-07T07:03:24Z,97.25,9.715690461008398,2026,2026-09-07
TM,T04,2026-09-07T04:39:32Z,2026-09-07T06:11:56Z,-66.14435785,43.24998689,-66.14050778,43.50340061,28.2920507,Actual,3,GB,28.2920507,2026-09-07T04:39:32Z,2026-09-07T06:11:56Z,92.4,9.919772697093796,2026,2026-09-07
LJ,NA,NA,NA,-66.125,43.502,-66.125,43.2475,NA,Plan,3,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
TM,NA,NA,NA,-66.13864198,43.502,-66.13864198,43.2475,NA,Plan,3,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-66.15228395,43.502,-66.15228395,43.2475,NA,Plan,3,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-66.16592593,43.502,-66.16592593,43.2475,NA,Plan,3,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-66.1795679,43.502,-66.1795679,43.2475,NA,Plan,3,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-66.19320988,43.502,-66.19320988,43.2475,NA,Plan,3,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-66.20685185,43.502,-66.20685185,43.2475,NA,Plan,3,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-66.22049383,43.502,-66.22049383,43.2475,NA,Plan,3,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
TM,NA,NA,NA,-66.2341358,43.56666667,-66.2341358,43.23333333,NA,Plan,3,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-66.24777778,43.56666667,-66.24777778,43.23333333,NA,Plan,3,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-66.26141975,43.56666667,-66.26141975,43.23333333,NA,Plan,3,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-66.27506173,43.56666667,-66.27506173,43.23333333,NA,Plan,3,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-66.2887037,43.56666667,-66.2887037,43.23333333,NA,Plan,3,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-66.30234568,43.56666667,-66.30234568,43.23333333,NA,Plan,3,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-66.31598765,43.56666667,-66.31598765,43.23333333,NA,Plan,3,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
TM,NA,NA,NA,-66.32962963,43.56666667,-66.32962963,43.23333333,NA,Plan,3,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-66.3432716,43.56666667,-66.3432716,43.23333333,NA,Plan,3,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-66.35691358,43.56666667,-66.35691358,43.23333333,NA,Plan,3,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-66.37055556,43.56666667,-66.37055556,43.23333333,NA,Plan,3,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-66.38419753,43.56666667,-66.38419753,43.23333333,NA,Plan,3,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-66.39783951,43.56666667,-66.39783951,43.23333333,NA,Plan,3,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-66.41148148,43.56666667,-66.41148148,43.23333333,NA,Plan,3,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
TM,NA,NA,NA,-66.42512346,43.56666667,-66.42512346,43.23333333,NA,Plan,3,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-66.43876543,43.56666667,-66.43876543,43.23333333,NA,Plan,3,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-66.45240741,43.56666667,-66.45240741,43.23333333,NA,Plan,3,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-66.46604938,43.56666667,-66.46604938,43.23333333,NA,Plan,3,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-66.47969136,43.56666667,-66.47969136,43.23333333,NA,Plan,3,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-66.49333333,43.56666667,-66.49333333,43.23333333,NA,Plan,3,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
