Vessel,Transect.No.,Date.Time.Start,Date.Time.End,X,Y,Xend,Yend,Dist..km.,Type,Survey,Location,Distance,Start,End,Duration,Speed,Year,Date
LJ,NA,NA,NA,-66.41538462,43.56666667,-66.41538462,43.23333333,NA,Plan,2,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-66.39589744,43.56666667,-66.39589744,43.23333333,NA,Plan,2,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-66.37641026,43.56666667,-66.37641026,43.23333333,NA,Plan,2,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
TM,NA,NA,NA,-66.35692308,43.56666667,-66.35692308,43.23333333,NA,Plan,2,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-66.3374359,43.56666667,-66.3374359,43.23333333,NA,Plan,2,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-66.31794872,43.56666667,-66.31794872,43.23333333,NA,Plan,2,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-66.29846154,43.56666667,-66.29846154,43.23333333,NA,Plan,2,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-66.27897436,43.56666667,-66.27897436,43.23333333,NA,Plan,2,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-66.25948718,43.56666667,-66.25948718,43.23333333,NA,Plan,2,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-66.24,43.56666667,-66.24,43.23333333,NA,Plan,2,GB,37.10649767322055,NA,NA,NA,NA,NA,NA
TM,NA,NA,NA,-66.23,43.502,-66.23,43.2475,NA,Plan,2,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-66.22192308,43.502,-66.22192308,43.2475,NA,Plan,2,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-66.21384615,43.502,-66.21384615,43.2475,NA,Plan,2,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-66.20576923,43.502,-66.20576923,43.2475,NA,Plan,2,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-66.19769231,43.502,-66.19769231,43.2475,NA,Plan,2,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-66.18961538,43.502,-66.18961538,43.2475,NA,Plan,2,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-66.18153846,43.502,-66.18153846,43.2475,NA,Plan,2,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
TM,NA,NA,NA,-66.17346154,43.502,-66.17346154,43.2475,NA,Plan,2,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
FM,NA,NA,NA,-66.16538462,43.502,-66.16538462,43.2475,NA,Plan,2,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
MS,NA,NA,NA,-66.15730769,43.502,-66.15730769,43.2475,NA,Plan,2,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
BP,NA,NA,NA,-66.14923077,43.502,-66.14923077,43.2475,NA,Plan,2,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
LJ,NA,NA,NA,-66.14115385,43.502,-66.14115385,43.2475,NA,Plan,2,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
LM,NA,NA,NA,-66.13307692,43.502,-66.13307692,43.2475,NA,Plan,2,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
LB,NA,NA,NA,-66.125,43.502,-66.125,43.2475,NA,Plan,2,GB,28.330810406888627,NA,NA,NA,NA,NA,NA
