Ground,Date,Year,Julian,Month,TempSD,Temperature,Biomass,logTemp,logBiomass,SalinitySD,Salinity,mean_temp,total_precip,total_snow,total_rain,spd_max_gust,min_temp,max_temp,heat_deg_days,cool_deg_days,Count
Scots Bay,2019-06-22,2019,173,6,0.0013689913382335262,8.44352334823077,18443,2.1333996798175647,9.822440173682805,0.002771077083310763,31.90950227230769,15.25,0.4,0.4,0.4,46,11,20.5,2.75,0,2
Scots Bay,2019-07-20,2019,201,7,0.005992352882004519,9.981403807538461,4415,2.3007237425093923,8.392763113038061,0.004243750248797543,31.99320623923077,22.700000000000003,0,0,0,39,15.2,32.4,0,4.699999999999999,3
Scots Bay,2019-07-20,2019,202,7,0.08975451886465924,11.0185375925,4415,2.3995790900638907,8.392763113038061,0.08256602922412123,31.286637715,22.700000000000003,0,0,0,39,15.2,32.4,0,4.699999999999999,3
Scots Bay,2019-07-20,2019,203,7,0.010616143984774475,11.077616145384615,4415,2.404926508837681,8.392763113038061,0.003843065267474895,31.330606414615385,22.700000000000003,0,0,0,39,15.2,32.4,0,4.699999999999999,3
Scots Bay,2019-08-04,2019,216,8,0.010896881212417215,10.950903134166667,2130,2.3934219308674742,7.6638772587034705,0.013134640792622346,32.17767270833333,19.4,0,0,0,41,12,26.1,0,1.4,4
Scots Bay,2019-08-04,2019,217,8,0.0076449100829905714,11.940582332307692,2130,2.4799428783252204,7.6638772587034705,0.006910747334799956,31.510760646923078,19.4,0,0,0,41,12,26.1,0,1.4,4
Scots Bay,2019-08-18,2019,230,8,0.0016727025309752363,11.737460325384616,11883,2.4627854643697433,9.382864086290027,0.002129372823996939,32.315587458461536,21.25,3.7,3.7,3.7,NA,16.5,25.4,0,3.25,4
Scots Bay,2019-08-18,2019,231,8,0.3398817625087645,13.148681527,11883,2.576321489490528,9.382864086290027,1.1786691880907105,32.6869245295,21.25,3.7,3.7,3.7,NA,16.5,25.4,0,3.25,4
Scots Bay,2019-09-01,2019,244,9,0.0013619898198101298,11.862767907692307,10325,2.4734047481018697,9.242323417829233,0.0025176703464452463,32.47323507307692,NA,0,0,0,NA,NA,NA,NA,NA,4
Scots Bay,2019-09-01,2019,245,9,0.012309299633227192,11.918966871538462,10325,2.4781309860301817,9.242323417829233,0.006524163168169729,32.27590316384615,NA,0,0,0,NA,NA,NA,NA,NA,4
Scots Bay,2019-09-15,2019,258,9,0.0032323180538294583,12.106657546153846,6412,2.493755511718376,8.765926513729443,0.003972862967832104,32.51024469153846,16.35,1.4500000000000002,1.4500000000000002,1.4500000000000002,39,11.7,24.6,2,0.35,4
Scots Bay,2019-09-15,2019,259,9,0.012288280272147147,12.433033325384615,6412,2.520356908364909,8.765926513729443,0.008314353464695303,32.25435838538461,16.35,1.4500000000000002,1.4500000000000002,1.4500000000000002,39,11.7,24.6,2,0.35,4
Scots Bay,2020-06-13,2020,165,6,0.0051022742431703185,7.632869819692308,9128,2.0324638977373586,9.119101891541911,0.0050956701010475966,31.12973978923077,16.75,0,0,0,NA,10.4,23.3,1.25,0,5
Scots Bay,2020-06-13,2020,166,6,0.008150156809509434,8.492511505285714,9128,2.1391847758100844,9.119101891541911,0.005324314218115193,30.74245135285714,16.75,0,0,0,NA,10.4,23.3,1.25,0,5
Scots Bay,2020-06-13,2020,167,6,0.011241665050900901,8.093412377,9128,2.0910504439911466,9.119101891541911,0.009029665873328102,30.894630136923077,16.75,0,0,0,NA,10.4,23.3,1.25,0,5
Scots Bay,2020-06-13,2020,168,6,0.005339206415647405,8.381358649615384,9128,2.1260100313780415,9.119101891541911,0.004802090277016453,30.820742764615385,16.75,0,0,0,NA,10.4,23.3,1.25,0,5
Scots Bay,2020-06-27,2020,179,6,0.012607064374363021,9.167663394846153,39615,2.2156824440765215,10.586963113399342,0.012593206283783274,31.957477123846154,19.3,0,0,0,NA,12.9,28.6,0.6,1.9,5
Scots Bay,2020-07-26,2020,208,7,0.06730141618188393,9.9403663468461545,20447,2.2966038758088563,9.925591451443054,0.06125106925278948,33.37931415076923,20.299999999999997,0,0,0,35,15.8,24.6,0,2.3,1
Scots Bay,2020-08-09,2020,221,8,0.003956007464875586,12.116128156923077,40641,2.494537470603526,10.612532688248846,0.002355372904633688,32.430139925384616,20.049999999999997,0,0,0,35,13.7,30.7,0.05,2.1,3
Scots Bay,2020-08-23,2020,236,8,0.0082797988613156,12.328767299999999,23351,2.5119353365092527,10.058395088732475,0.003337343010228692,32.54562270769231,17.65,0,0,0,NA,9.1,27.6,0.55,0.2,3
Scots Bay,2020-08-23,2020,237,8,0.004544571114808792,13.804621152307693,23351,2.62500340221727,10.058395088732475,0.005285752369670162,32.10037145076923,17.65,0,0,0,NA,9.1,27.6,0.55,0.2,3
Scots Bay,2020-09-06,2020,250,9,0.0027848388663774073,12.847403516923077,17227,2.553141729984328,9.75423319944637,0.002038416214979536,32.624262737692305,14.899999999999999,0,0,0,NA,7.3,23,3.0999999999999996,0,1
Scots Bay,2021-06-05,2021,156,6,0.011004745514549512,7.871764,4699,2.063282179625756,8.455104999102815,0.007026155530477767,31.73010846153846,18,0,0,0,48,10.2,28.5,1.65,1.65,2
Scots Bay,2021-06-19,2021,170,6,0.006717443598915885,9.73619876923077,2876,2.275850771379738,7.964155718840937,0.006939365787912993,31.88322846153846,16,5.6,5.6,5.6,63,9.5,23,2,0,2
Scots Bay,2021-07-17,2021,198,7,0.007438444788365529,11.404025,1872,2.4339663632612814,7.534762657037537,0.004763508860774031,32.322940833333334,21.299999999999997,0,0,0,NA,14.8,27.4,0,3.3,1
Scots Bay,2021-08-01,2021,213,8,0.0071380410154651035,12.105258461538462,4078,2.4936399417968134,8.3133619511344,0.015618434315305726,32.35609769230769,16.7,0,0,0,NA,8.4,25,1.3,0,3
Scots Bay,2021-08-15,2021,227,8,0.015669436057931887,12.811494285714286,4130,2.550342759044232,8.326032685955079,0.0177293861728468,32.48392428571429,19.75,0,0,0,40,14.2,26.1,0,1.75,3
Scots Bay,2021-08-29,2021,241,8,0.005019625729229096,13.157977692307693,3164,2.5770282432913167,8.059592328887545,0.002624569591087581,32.58777153846154,14.8,0,0,0,NA,6.2,22.6,3.2,0,3
Scots Bay,2021-09-13,2021,256,9,0.008400571848666875,13.20037076923077,37144,2.580244917775937,10.522557529699757,0.007957843774443855,32.73948153846154,16.25,1.9,1.9,1.9,NA,12.2,21.6,1.75,0,1
