ID,Depth,Temperature,Salinity,Ground,Date,Lat,Lon,Year,Survey,Julian,Biomass,Month,station_name,mean_temp,total_precip,total_snow,total_rain,spd_max_gust,min_temp,max_temp,heat_deg_days,cool_deg_days,In_Box
10K100766_20170622_062437,3.137310688,8.332424053,30.74784521,Scots Bay,2017-06-22,45.1409,-65.2193,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_062437,3.436095012,8.338485013,30.75094969,Scots Bay,2017-06-22,45.1409,-65.2193,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_062437,3.717954085,8.35563933,30.75309918,Scots Bay,2017-06-22,45.1409,-65.2193,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,0.15,8.048609828,31.27445719,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,0.45,8.061012532,31.27003005,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,0.75,8.076044217,31.27339443,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,1.05,8.079024484,31.27422131,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,1.34,8.072061888,31.26839015,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,1.64,8.061768062,31.26349572,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,1.94,8.054252569,31.36013171,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,2.24,8.047515843,31.36534437,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,2.54,8.040623892,31.37862084,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,2.84,8.037615974,31.38210057,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,3.14,8.040506165,31.38619482,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,3.43,8.050365911,31.37697471,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,3.73,8.052319856,31.38801059,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,4.03,8.047281776,31.38820472,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,4.33,8.062381718,31.37922588,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,4.63,8.059555005,31.39821778,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,4.93,8.051034956,31.39855138,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,5.23,8.048908996,31.39706061,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,5.52,8.04898408,31.39681087,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,5.82,8.049192908,31.39441147,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,6.12,8.054611918,31.39309077,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,6.42,8.060744028,31.39178293,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,6.72,8.068996493,31.39100614,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,7.02,8.063050783,31.4045986,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,7.32,8.058019028,31.41136194,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,7.62,8.049848868,31.41659687,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,7.91,8.037275097,31.42273129,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,8.21,8.031442748,31.41801004,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,8.51,8.031004477,31.42136616,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,8.81,8.024969137,31.4139602,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,9.11,8.017171245,31.41482601,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,9.41,8.014157781,31.41024341,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,9.71,8.032402023,31.41082908,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,10,8.036990479,31.411769,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,10.3,8.033730521,31.39532719,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,10.6,8.026686354,31.39931329,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,10.9,8.023479558,31.40096603,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,11.2,8.026648669,31.40108125,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,11.5,8.028237895,31.40106749,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,11.8,8.02802545,31.39926301,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,12.09,8.022414599,31.39836126,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,12.39,8.027966179,31.40151834,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,12.69,8.027017281,31.40431771,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,12.99,8.028737991,31.40244758,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,13.29,8.028454259,31.40011878,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,13.59,8.02394671,31.40340671,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,13.89,8.028224753,31.40083039,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,14.18,8.033512261,31.3985835,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,14.48,8.039995004,31.40641151,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,14.78,8.03491905,31.40122087,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,15.08,8.028814356,31.40434063,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,15.38,8.021155699,31.40251171,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,15.68,8.023732105,31.39907315,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,15.98,8.015177003,31.40353424,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,16.27,8.01688322,31.40304329,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,16.57,8.019072577,31.40239002,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,16.87,8.015508146,31.39746291,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,17.17,8.004685233,31.39946656,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,17.47,8.013478816,31.39917765,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,17.77,8.014982191,31.39937027,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,18.07,8.012824316,31.40312715,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,18.37,8.011763306,31.40878096,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,18.66,8.003752509,31.40637766,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,18.96,7.999216689,31.40385272,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,19.26,8.002697039,31.40069185,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,19.56,8.006160857,31.3979285,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,19.86,8.004252494,31.39799629,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,20.16,8.005522274,31.39967534,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,20.46,8.011855419,31.39823324,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,20.75,8.017071409,31.39959474,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,21.05,8.015419175,31.40355328,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,21.35,8.014163572,31.40023019,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,21.65,8.017914933,31.39930153,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,21.95,8.015020954,31.39973658,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,22.25,8.014348312,31.40012175,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,22.55,8.018107535,31.40171082,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,22.84,8.016676885,31.40163181,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,23.14,8.02173757,31.39701162,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,23.44,8.024311083,31.39752065,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,23.74,8.030799014,31.40026411,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,24.04,8.033629439,31.39384979,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,24.34,8.037189655,31.39331532,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,24.64,8.035495172,31.39100406,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,24.93,8.03020434,31.39022408,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,25.23,8.028227392,31.39155871,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,25.53,8.02829518,31.39445967,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,25.83,8.022083835,31.3940466,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,26.13,8.019705451,31.38815119,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,26.43,8.021261205,31.3913038,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,26.73,8.023338597,31.39401285,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,27.02,8.019095903,31.38953551,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,27.32,8.012555159,31.39850983,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,27.62,8.004139962,31.39128631,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,27.92,8.003782804,31.38961396,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,28.22,8.005068373,31.39183182,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,28.52,8.006443161,31.39077638,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,28.82,8.005797173,31.38908298,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,29.11,7.995407174,31.38637573,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,29.41,7.988754386,31.38370007,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,29.71,7.984821206,31.38943997,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,30.01,7.983461394,31.38871003,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,30.31,7.982521326,31.38928378,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,30.61,7.983482795,31.38641333,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,30.91,7.982609745,31.39106221,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,31.2,7.981734917,31.38695177,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,31.5,7.980556484,31.38772585,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,31.8,7.981098215,31.38706351,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,32.1,7.982148045,31.38211789,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,32.4,7.982676394,31.38230354,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,32.7,7.980232603,31.39049243,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,33,7.980229343,31.38703938,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,33.29,7.98193238,31.38072022,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,33.59,7.985307253,31.37944435,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,33.89,7.98545579,31.38396919,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,34.19,7.985676122,31.38389569,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,34.49,7.987734116,31.38159904,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,34.79,7.98938018,31.38064326,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,35.09,7.98997033,31.37903145,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,35.39,7.985354146,31.38232832,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,35.68,7.981264768,31.3827691,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,35.98,7.975487219,31.37779831,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
10K100766_20170622_000532,36.28,7.974075938,31.38073947,Scots Bay,2017-06-22,45.115,-65.24,2017,1,173,NA,6,GREENWOOD A,19.2,0,0,0,NA,12.6,25.8,0,1.2,0
